"integrated_intensity"	"physical_size"	"local_intensity"	"volume_levelling"	"size"	"leaf"	"intensity"	"spot"	"branch"	"spot_base"	"x"	"y"	"z"	"node"	"parent"	"node_children"	"parent_children"	
36	0.00122386	1	35.9559	1	1	36	0	0	0	333	391	25	171846592	171849952	0	1	
2203	0.31698	15	2201.42	259	0	5	0	0	0	354	379	16	172937064	173442872	1	4	
1953	0.255787	14	1951.47	209	0	6	0	0	0	353	379	15	172726176	172937064	1	1	
1713	0.206832	13	1711.55	169	0	7	0	0	0	358	375	15	172569656	172726176	1	1	
1461	0.162773	12	1459.7	133	0	8	0	0	0	358	377	16	172442664	172569656	1	1	
1269	0.133401	11	1267.8	109	0	9	0	0	0	357	378	16	172343496	172442664	1	1	
1035	0.10158	10	1033.98	83	0	10	0	0	0	357	379	14	172263288	172343496	1	1	
805	0.0734316	9	804.192	60	0	11	0	0	0	354	379	15	172200824	172263288	1	1	
640	0.0550737	8	639.339	45	0	12	0	0	0	359	377	13	172153136	172200824	1	1	
568	0.0477305	7	567.38	39	0	13	0	0	0	356	377	15	172114464	172153136	1	1	
412	0.0330442	6	411.537	27	0	14	0	0	0	356	379	15	172077696	172114464	2	1	
15	0.00122386	1	14.9816	1	1	15	0	0	0	356	378	15	172048208	172077696	0	2	
229	0.017134	5	228.743	14	0	15	0	0	0	358	378	13	172044848	172077696	1	2	
154	0.0110147	4	153.824	9	0	16	0	0	0	358	377	12	172021968	172044848	1	1	
122	0.00856702	3	121.854	7	0	17	0	0	0	357	378	13	172000728	172021968	1	1	
37	0.00244772	2	36.9559	2	0	18	0	0	0	357	376	13	171983744	172000728	1	1	
19	0.00122386	1	18.9767	1	1	19	0	0	0	357	377	13	171970008	171983744	0	1	
20	0.00489544	1	19.9755	4	1	5	0	0	0	352	388	13	172875776	173442872	0	4	
102	0.0342681	4	101.897	28	0	3	0	0	0	357	398	19	173763896	174699224	1	4	
54	0.0146863	3	53.9413	12	0	4	0	0	0	358	398	18	173284848	173763896	1	1	
22	0.00489544	2	21.9755	4	0	5	0	0	0	357	396	18	172984224	173284848	2	1	
6	0.00122386	1	5.99266	1	1	6	0	0	0	358	396	18	172759776	172984224	0	2	
6	0.00122386	1	5.99266	1	1	6	0	0	0	357	397	18	172759888	172984224	0	2	
6	0.00367158	1	5.99266	3	1	2	0	0	0	349	372	9	160930896	175669312	0	127	
80	0.0379397	3	79.9241	31	0	2	0	0	0	322	417	11	149169896	175669312	2	127	
39	0.0134625	2	38.9596	11	0	3	0	0	0	322	411	10	173448616	149169896	1	2	
24	0.00734316	1	23.9706	6	1	4	0	0	0	321	414	10	173092144	173448616	0	1	
3	0.00122386	1	2.99633	1	1	3	0	0	0	321	416	11	173466832	149169896	0	2	
597	0.200713	10	596.599	164	0	2	0	0	0	321	390	14	174098256	175669312	1	127	
479	0.128505	9	478.614	105	0	3	0	0	0	321	390	13	173516976	174098256	1	1	
374	0.0856702	8	373.657	70	0	4	0	0	0	320	391	13	173138056	173516976	2	1	
203	0.0379397	7	202.81	31	0	5	0	0	0	320	387	11	172847072	173138056	1	2	
148	0.0244772	6	147.853	20	0	6	0	0	0	318	386	10	172657568	172847072	1	1	
88	0.0122386	5	87.9143	10	0	7	0	0	0	319	384	10	172507880	172657568	1	1	
74	0.00979088	4	73.9217	8	0	8	0	0	0	320	384	10	172395040	172507880	1	1	
58	0.00734316	3	57.9339	6	0	9	0	0	0	321	386	10	172307320	172395040	1	1	
22	0.00244772	2	21.9731	2	1	11	0	0	0	320	386	10	172179824	172307320	0	1	
59	0.0134625	2	58.9327	11	0	5	0	0	0	320	390	13	172858120	173138056	1	2	
24	0.00489544	1	23.9706	4	1	6	0	0	0	319	390	13	172665256	172858120	0	1	
4	0.00244772	1	3.9951	2	1	2	0	0	0	349	375	14	174091912	175669312	0	127	
141	0.0648646	4	140.87	53	0	2	0	0	0	363	404	14	174106544	175669312	2	127	
15	0.0061193	1	14.9816	5	1	3	0	0	0	359	403	12	173487400	174106544	0	2	
68	0.0232533	3	67.9302	19	0	3	0	0	0	363	403	14	173562664	174106544	1	2	
38	0.0110147	2	37.9559	9	0	4	0	0	0	362	403	14	173170680	173562664	1	1	
10	0.00244772	1	9.98776	2	1	5	0	0	0	362	402	13	172879024	173170680	0	1	
69	0.0367158	2	68.9266	30	0	2	0	0	0	346	381	17	174263840	175669312	1	127	
27	0.0110147	1	26.967	9	1	3	0	0	0	345	380	17	173592824	174263840	0	1	
22	0.0134625	1	21.9731	11	1	2	0	0	0	351	383	16	174150776	175669312	0	127	
6	0.00367158	1	5.99266	3	1	2	0	0	0	320	408	15	174161152	175669312	0	127	
2	0.00122386	1	1.99755	1	1	2	0	0	0	384	331	16	174184520	175669312	0	127	
8	0.00489544	1	7.99021	4	1	2	0	0	0	352	383	18	174325392	175669312	0	127	
757	0.313308	6	756.373	256	0	2	0	0	0	367	402	21	174505568	175669312	4	127	
6	0.00244772	1	5.99266	2	1	3	0	0	0	372	391	18	173719736	174505568	0	4	
364	0.1077	5	363.677	88	0	3	0	0	0	365	395	20	173799360	174505568	1	4	
262	0.0660884	4	261.736	54	0	4	0	0	0	366	394	20	173339624	173799360	1	1	
154	0.0330442	3	153.835	27	0	5	0	0	0	364	394	19	173003832	173339624	1	1	
94	0.0183579	2	93.8899	15	0	6	0	0	0	365	394	19	172774056	173003832	1	1	
28	0.00489544	1	27.9657	4	1	7	0	0	0	367	394	19	172603928	172774056	0	1	
99	0.0342681	3	98.8972	28	0	3	0	0	0	369	392	16	173635080	174505568	1	4	
48	0.0134625	2	47.9462	11	0	4	0	0	0	369	391	16	173222080	173635080	1	1	
20	0.00489544	1	19.9755	4	1	5	0	0	0	369	390	16	172938200	173222080	0	1	
36	0.0146863	1	35.9559	12	1	3	0	0	0	367	401	21	173764008	174505568	0	4	
4	0.00244772	1	3.9951	2	1	2	0	0	0	373	383	17	174265184	175669312	0	127	
162	0.0819986	3	161.836	67	0	2	0	0	0	315	407	22	174557992	175669312	1	127	
74	0.0281488	2	73.9156	23	0	3	0	0	0	315	408	21	173836496	174557992	2	1	
4	0.00122386	1	3.9951	1	1	4	0	0	0	315	406	21	173367176	173836496	0	2	
16	0.00489544	1	15.9804	4	1	4	0	0	0	317	407	20	173342120	173836496	0	2	
6	0.00367158	1	5.99266	3	1	2	0	0	0	320	397	20	174452752	175669312	0	127	
8	0.00489544	1	7.99021	4	1	2	0	0	0	381	359	20	174438456	175669312	0	127	
48	0.0293726	1	47.9413	24	1	2	0	0	0	380	328	25	174530040	175669312	0	127	
16	0.00979088	1	15.9804	8	1	2	0	0	0	391	345	22	174535912	175669312	0	127	
51	0.0281488	2	50.9437	23	0	2	0	0	0	334	357	24	174593112	175669312	1	127	
15	0.0061193	1	14.9816	5	1	3	0	0	0	333	356	23	173856872	174593112	0	1	
16	0.00979088	1	15.9804	8	1	2	0	0	0	329	393	22	174551120	175669312	0	127	
40	0.0232533	2	39.9535	19	0	2	0	0	0	400	329	24	174583856	175669312	1	127	
6	0.00244772	1	5.99266	2	1	3	0	0	0	398	329	23	173884488	174583856	0	1	
18	0.0110147	1	17.978	9	1	2	0	0	0	385	325	24	174582912	175669312	0	127	
8	0.00489544	1	7.99021	4	1	2	0	0	0	384	332	24	174627960	175669312	0	127	
42	0.0232533	2	41.9535	19	0	2	0	0	0	275	351	24	174633480	175669312	1	127	
12	0.00489544	1	11.9853	4	1	3	0	0	0	274	351	23	173889448	174633480	0	1	
6	0.00367158	1	5.99266	3	1	2	0	0	0	243	359	24	174635320	175669312	0	127	
4	0.00244772	1	3.9951	2	1	2	0	0	0	259	376	22	174545696	175669312	0	127	
168	0.0758793	3	167.848	62	0	2	0	0	0	373	379	26	174697848	175669312	1	127	
106	0.0379397	2	105.886	31	0	3	0	0	0	373	377	26	173954312	174697848	1	1	
52	0.0159102	1	51.9364	13	1	4	0	0	0	374	375	26	173431976	173954312	0	1	
4109	1.11004	22	4106.78	907	0	2	0	0	0	387	319	25	174668200	175669312	4	127	
491	0.149311	6	490.552	122	0	3	0	0	0	379	321	21	173817992	174668200	1	4	
323	0.0807748	5	322.677	66	0	4	0	0	0	378	323	20	173327752	173817992	2	1	
51	0.0110147	2	50.9449	9	0	5	0	0	0	380	320	20	173010928	173327752	1	2	
36	0.00734316	1	35.9559	6	1	6	0	0	0	378	322	20	172779664	173010928	0	1	
152	0.0330442	4	151.835	27	0	5	0	0	0	381	319	20	173010816	173327752	2	2	
46	0.00856702	3	45.9486	7	0	6	0	0	0	383	317	18	172750208	173010816	1	2	
22	0.00367158	2	21.9743	3	0	7	0	0	0	382	318	18	172588608	172750208	1	1	
8	0.00122386	1	7.99021	1	1	8	0	0	0	383	318	18	172457360	172588608	0	1	
31	0.0061193	2	30.9633	5	0	6	0	0	0	383	318	20	172779776	173010816	1	2	
7	0.00122386	1	6.99143	1	1	7	0	0	0	383	319	20	172607992	172779776	0	1	
236	0.0673123	6	235.798	55	0	3	0	0	0	383	312	19	173742752	174668200	1	4	
161	0.0367158	5	160.853	30	0	4	0	0	0	386	311	17	173298184	173742752	1	1	
125	0.0257011	4	124.871	21	0	5	0	0	0	386	312	19	172994664	173298184	1	1	
80	0.0146863	3	79.9119	12	0	6	0	0	0	386	310	19	172749520	172994664	1	1	
44	0.00734316	2	43.9486	6	0	7	0	0	0	386	311	19	172598600	172749520	1	1	
16	0.00244772	1	15.9804	2	1	8	0	0	0	386	311	18	172457136	172598600	0	1	
2486	0.424679	21	2484.73	347	0	3	0	0	0	393	313	19	173742640	174668200	1	4	
2291	0.345129	20	2289.62	282	0	4	0	0	0	395	315	18	173267336	173742640	2	1	
320	0.0562976	7	319.719	46	0	5	0	0	0	396	313	18	172971704	173267336	1	2	
240	0.0367158	6	239.78	30	0	6	0	0	0	394	313	16	172749856	172971704	1	1	
216	0.0318204	5	215.777	26	0	7	0	0	0	395	314	18	172588240	172749856	1	1	
153	0.0208056	4	152.834	17	0	8	0	0	0	394	314	18	172457248	172588240	1	1	
81	0.00979088	3	80.9119	8	0	9	0	0	0	394	312	18	172354992	172457248	1	1	
72	0.00856702	2	71.9143	7	0	10	0	0	0	394	313	18	172279264	172354992	2	1	
11	0.00122386	1	10.9865	1	1	11	0	0	0	393	312	17	172209448	172279264	0	2	
11	0.00122386	1	10.9865	1	1	11	0	0	0	393	313	18	172214112	172279264	0	2	
1739	0.217847	19	1737.91	178	0	5	0	0	0	393	324	16	172927960	173267336	1	2	
1599	0.183579	18	1597.9	150	0	6	0	0	0	393	323	16	172718080	172927960	1	1	
1461	0.15543	17	1459.91	127	0	7	0	0	0	392	323	16	172564904	172718080	1	1	
1328	0.132177	16	1326.94	108	0	8	0	0	0	393	324	15	172427184	172564904	1	1	
1184	0.110147	15	1183.01	90	0	9	0	0	0	390	320	13	172332168	172427184	1	1	
1085	0.0966849	14	1084.03	79	0	10	0	0	0	393	323	15	172259280	172332168	1	1	
935	0.078327	13	934.138	64	0	11	0	0	0	391	321	15	172197352	172259280	1	1	
825	0.0660884	12	824.207	54	0	12	0	0	0	393	322	15	172150896	172197352	1	1	
645	0.0477305	11	644.38	39	0	13	0	0	0	393	321	15	172112112	172150896	1	1	
554	0.0391635	10	553.452	32	0	14	0	0	0	396	317	14	172071912	172112112	1	1	
498	0.0342681	9	497.486	28	0	15	0	0	0	397	317	14	172043504	172071912	2	1	
16	0.00122386	1	15.9804	1	1	16	0	0	0	398	317	14	172019728	172043504	0	2	
407	0.0269249	8	406.569	22	0	16	0	0	0	391	320	13	172019952	172043504	1	2	
343	0.0220295	7	342.625	18	0	17	0	0	0	392	321	13	172001736	172019952	1	1	
258	0.0159102	6	257.714	13	0	18	0	0	0	395	318	14	171984752	172001736	3	1	
143	0.00856702	4	142.837	7	0	19	0	0	0	394	318	14	171970568	171984752	1	3	
105	0.0061193	3	104.878	5	0	20	0	0	0	395	319	14	171958920	171970568	1	1	
85	0.00489544	2	84.8972	4	0	21	0	0	0	394	320	14	171946368	171958920	1	1	
22	0.00122386	1	21.9731	1	1	22	0	0	0	394	319	14	171935992	171946368	0	1	
23	0.00122386	5	22.9719	1	1	23	0	0	0	392	320	13	171925352	171984752	0	3	
20	0.00122386	2	19.9755	1	1	20	0	0	0	393	321	13	171958024	171984752	0	3	
258	0.078327	5	257.765	64	0	3	0	0	0	388	316	24	173934312	174668200	1	4	
174	0.044059	4	173.824	36	0	4	0	0	0	387	315	24	173416032	173934312	1	1	
110	0.0244772	3	109.878	20	0	5	0	0	0	387	317	24	173070696	173416032	1	1	
50	0.00979088	2	49.9413	8	0	6	0	0	0	386	318	24	172824288	173070696	1	1	
14	0.00244772	1	13.9829	2	1	7	0	0	0	386	317	24	172642056	172824288	0	1	
224	0.0648646	8	223.87	53	0	2	0	0	0	409	316	16	174181160	175669312	1	127	
190	0.044059	7	189.868	36	0	3	0	0	0	408	317	15	173614288	174181160	2	1	
4	0.00122386	1	3.9951	1	1	4	0	0	0	404	314	14	173151792	173614288	0	2	
153	0.0293726	6	152.883	24	0	4	0	0	0	405	315	15	173180160	173614288	2	2	
7	0.00122386	3	6.99143	1	1	7	0	0	0	405	315	14	172536360	173180160	0	2	
126	0.0220295	5	125.89	18	0	5	0	0	0	406	316	15	172905080	173180160	2	2	
7	0.00122386	2	6.99143	1	1	7	0	0	0	406	316	14	172536584	172905080	0	2	
109	0.0183579	4	108.89	15	0	6	0	0	0	407	312	15	172702808	172905080	1	2	
79	0.0122386	3	78.9143	10	0	7	0	0	0	406	315	15	172549936	172702808	1	1	
51	0.00734316	2	50.9413	6	0	8	0	0	0	408	313	15	172426400	172549936	1	1	
27	0.00367158	1	26.967	3	1	9	0	0	0	407	315	15	172331480	172426400	0	1	
40	0.0244772	1	39.951	20	1	2	0	0	0	379	317	15	174071456	175669312	0	127	
16	0.00979088	1	15.9804	8	1	2	0	0	0	380	324	16	174127856	175669312	0	127	
65	0.0354919	2	64.929	29	0	2	0	0	0	400	303	20	174424384	175669312	1	127	
21	0.00856702	1	20.9743	7	1	3	0	0	0	400	303	19	173694520	174424384	0	1	
2	0.00122386	1	1.99755	1	1	2	0	0	0	395	305	19	174364808	175669312	0	127	
31	0.017134	2	30.9657	14	0	2	0	0	0	390	318	19	174366488	175669312	1	127	
9	0.00367158	1	8.98899	3	1	3	0	0	0	390	317	19	173743088	174366488	0	1	
12	0.00734316	1	11.9853	6	1	2	0	0	0	392	317	21	174478992	175669312	0	127	
2	0.00122386	1	1.99755	1	1	2	0	0	0	377	321	25	174668312	175669312	0	127	
2	0.00122386	1	1.99755	1	1	2	0	0	0	398	329	25	174668568	175669312	0	127	
75	0.0367158	3	74.9266	30	0	2	0	0	0	285	384	25	174647280	175669312	1	127	
37	0.0134625	2	36.9596	11	0	3	0	0	0	286	385	24	173921992	174647280	1	1	
16	0.00489544	1	15.9804	4	1	4	0	0	0	286	384	24	173420912	173921992	0	1	
100	0.0428351	4	99.9143	35	0	2	0	0	0	268	383	24	174647056	175669312	1	127	
66	0.0220295	3	65.9339	18	0	3	0	0	0	267	386	24	173922328	174647056	1	1	
36	0.00979088	2	35.9608	8	0	4	0	0	0	267	383	24	173421024	173922328	1	1	
20	0.00489544	1	19.9755	4	1	5	0	0	0	267	385	24	173073784	173421024	0	1	
136	0.0709839	3	135.858	58	0	2	0	0	0	255	398	23	174604984	175669312	3	127	
24	0.00979088	1	23.9706	8	1	3	0	0	0	256	398	21	173834560	174604984	0	3	
19	0.00734316	2	18.978	6	0	3	0	0	0	254	393	20	173798000	174604984	1	3	
4	0.00122386	1	3.9951	1	1	4	0	0	0	253	393	20	173339400	173798000	0	1	
15	0.0061193	1	14.9816	5	1	3	0	0	0	256	398	23	173897272	174604984	0	3	
1988	0.532379	15	1986.94	435	0	2	0	0	0	279	391	26	174699336	175669312	1	127	
1738	0.379397	14	1736.86	310	0	3	0	0	0	274	394	25	173945760	174699336	2	1	
1452	0.26313	13	1450.95	215	0	4	0	0	0	277	395	25	173436360	173945760	2	2	
1219	0.192146	12	1218.04	157	0	5	0	0	0	275	393	25	173085216	173436360	1	2	
1034	0.146863	11	1033.12	120	0	6	0	0	0	275	392	25	172834424	173085216	1	1	
860	0.111371	10	859.22	91	0	7	0	0	0	275	391	25	172648120	172834424	1	1	
699	0.0832225	9	698.334	68	0	8	0	0	0	277	390	24	172500920	172648120	1	1	
555	0.061193	8	554.449	50	0	9	0	0	0	276	389	24	172389472	172500920	2	1	
400	0.0403874	7	399.596	33	0	10	0	0	0	277	388	23	172301096	172389472	1	2	
330	0.0318204	6	329.65	26	0	11	0	0	0	277	389	23	172231656	172301096	1	1	
253	0.0232533	5	252.721	19	0	12	0	0	0	277	390	22	172173816	172231656	1	1	
133	0.0110147	4	132.857	9	0	13	0	0	0	277	388	21	172131784	172173816	1	1	
107	0.00856702	3	106.88	7	0	14	0	0	0	277	387	22	172094232	172131784	1	1	
93	0.00734316	2	92.8899	6	0	15	0	0	0	278	389	22	172060264	172094232	1	1	
48	0.00367158	1	47.9413	3	1	16	0	0	0	277	389	22	172034024	172060264	0	1	
20	0.00244772	1	19.9755	2	1	10	0	0	0	276	390	24	172302792	172389472	0	2	
5	0.00122386	1	4.99388	1	1	5	0	0	0	276	394	25	173085888	173436360	0	2	
4	0.00122386	1	3.9951	1	1	4	0	0	0	282	392	20	173339064	173945760	0	2	
12	0.00734316	1	11.9853	6	1	2	0	0	0	270	392	19	174330840	175669312	0	127	
434	0.175012	6	433.65	143	0	2	0	0	0	255	414	24	174656192	175669312	2	127	
277	0.0868941	5	276.739	71	0	3	0	0	0	252	414	21	173838192	174656192	1	2	
175	0.0452828	4	174.819	37	0	4	0	0	0	251	414	21	173369192	173838192	1	1	
111	0.0257011	3	110.871	21	0	5	0	0	0	251	413	21	173005288	173369192	1	1	
31	0.0061193	2	30.9633	5	0	6	0	0	0	251	410	19	172775080	173005288	1	1	
7	0.00122386	1	6.99143	1	1	7	0	0	0	251	411	19	172605064	172775080	0	1	
31	0.0110147	2	30.967	9	0	3	0	0	0	255	413	24	173928072	174656192	1	2	
16	0.00489544	1	15.9804	4	1	4	0	0	0	254	413	24	173424816	173928072	0	1	
508	0.230086	6	507.54	188	0	2	0	0	0	270	428	19	174464248	175669312	3	127	
32	0.0122386	2	31.9633	10	0	3	0	0	0	277	426	19	173732744	174464248	1	3	
8	0.00244772	1	7.99021	2	1	4	0	0	0	279	425	18	173291216	173732744	0	1	
35	0.0134625	2	34.9596	11	0	3	0	0	0	283	424	16	173646800	174464248	1	3	
8	0.00244772	1	7.99021	2	1	4	0	0	0	282	423	16	173231448	173646800	0	1	
241	0.0819986	5	240.754	67	0	3	0	0	0	271	427	19	173770768	174464248	2	3	
24	0.00734316	1	23.9706	6	1	4	0	0	0	272	426	18	173291104	173770768	0	2	
82	0.0195818	4	81.9217	16	0	4	0	0	0	265	429	18	173292368	173770768	1	2	
62	0.0134625	3	61.9327	11	0	5	0	0	0	264	428	18	172990216	173292368	1	1	
32	0.0061193	2	31.9633	5	0	6	0	0	0	266	427	18	172762768	172990216	1	1	
14	0.00244772	1	13.9829	2	1	7	0	0	0	265	427	18	172596096	172762768	0	1	
87	0.0428351	3	86.9143	35	0	2	0	0	0	277	425	15	174168320	175669312	1	127	
47	0.0183579	2	46.9449	15	0	3	0	0	0	277	424	15	173607904	174168320	1	1	
8	0.00244772	1	7.99021	2	1	4	0	0	0	276	423	15	173202968	173607904	0	1	
2	0.00122386	1	1.99755	1	1	2	0	0	0	278	410	16	174219904	175669312	0	127	
11126	2.88953	22	11120.2	2361	0	2	0	0	0	269	414	24	174656640	175669312	8	127	
205	0.0648646	5	204.805	53	0	3	0	0	0	276	416	18	173727464	174656640	1	8	
121	0.0305965	4	120.878	25	0	4	0	0	0	277	418	17	173258304	173727464	1	1	
77	0.017134	3	76.9143	14	0	5	0	0	0	277	417	17	172965880	173258304	1	1	
32	0.0061193	2	31.9633	5	0	6	0	0	0	276	417	17	172745568	172965880	1	1	
14	0.00244772	1	13.9829	2	1	7	0	0	0	276	416	17	172585760	172745568	0	1	
78	0.0293726	2	77.9119	24	0	3	0	0	0	257	396	17	173638624	174656640	1	8	
24	0.00734316	1	23.9706	6	1	4	0	0	0	259	399	16	173223872	173638624	0	1	
9205	1.83212	21	9199.5	1497	0	3	0	0	0	269	413	24	173927736	174656640	3	8	
3489	0.588677	15	3486.65	481	0	4	0	0	0	282	401	17	173285072	173927736	2	3	
2551	0.373277	14	2549.13	305	0	5	0	0	0	279	400	18	172984912	173285072	1	2	
2226	0.293726	13	2224.24	240	0	6	0	0	0	279	399	18	172760000	172984912	3	1	
1952	0.238653	12	1950.33	195	0	7	0	0	0	281	400	17	172584288	172760000	1	3	
1637	0.183579	11	1635.53	150	0	8	0	0	0	281	399	17	172453392	172584288	1	1	
1429	0.151759	10	1427.63	124	0	9	0	0	0	280	399	17	172352064	172453392	1	1	
1222	0.12361	9	1220.76	101	0	10	0	0	0	282	400	16	172276616	172352064	1	1	
962	0.0917895	8	960.99	75	0	11	0	0	0	281	398	14	172206984	172276616	2	1	
705	0.0636407	7	704.236	52	0	12	0	0	0	281	399	16	172157840	172206984	2	2	
309	0.0257011	6	308.666	21	0	13	0	0	0	280	396	14	172111216	172157840	1	2	
231	0.0183579	5	230.743	15	0	14	0	0	0	280	395	14	172074672	172111216	1	1	
161	0.0122386	4	160.816	10	0	15	0	0	0	280	394	13	172041936	172074672	1	1	
101	0.00734316	3	100.883	6	0	16	0	0	0	280	391	13	172018832	172041936	1	1	
69	0.00489544	2	68.9168	4	0	17	0	0	0	279	393	13	172000840	172018832	1	1	
18	0.00122386	1	17.978	1	1	18	0	0	0	280	393	13	171983856	172000840	0	1	
180	0.0159102	4	179.793	13	0	13	0	0	0	280	398	16	172118720	172157840	2	2	
14	0.00122386	1	13.9829	1	1	14	0	0	0	280	397	15	172078704	172118720	0	2	
75	0.0061193	3	74.9143	5	0	14	0	0	0	283	399	15	172078928	172118720	1	2	
61	0.00489544	2	60.9266	4	0	15	0	0	0	281	399	15	172048880	172078928	1	1	
16	0.00122386	1	15.9804	1	1	16	0	0	0	282	399	15	172024616	172048880	0	1	
37	0.00367158	2	36.9559	3	0	12	0	0	0	282	391	12	172140968	172206984	1	2	
13	0.00122386	1	12.9841	1	1	13	0	0	0	282	392	12	172102408	172140968	0	1	
7	0.00122386	1	6.99143	1	1	7	0	0	0	280	388	12	172518704	172760000	0	3	
9	0.00122386	3	8.98899	1	1	9	0	0	0	281	389	12	172313328	172760000	0	3	
510	0.0844463	8	509.578	69	0	5	0	0	0	276	391	17	172961272	173285072	1	2	
425	0.0636407	7	424.618	52	0	6	0	0	0	275	393	16	172741656	172961272	1	1	
377	0.0538498	6	376.623	44	0	7	0	0	0	274	393	17	172583600	172741656	1	1	
279	0.0367158	5	278.706	30	0	8	0	0	0	275	392	16	172452832	172583600	1	1	
207	0.0257011	4	206.769	21	0	9	0	0	0	274	392	17	172351728	172452832	1	1	
108	0.0122386	3	107.878	10	0	10	0	0	0	274	392	16	172269560	172351728	1	1	
58	0.0061193	2	57.9327	5	0	11	0	0	0	272	392	15	172201608	172269560	1	1	
36	0.00367158	1	35.9559	3	1	12	0	0	0	273	392	15	172153360	172201608	0	1	
4186	0.680466	20	4183.28	556	0	4	0	0	0	268	406	18	173286096	173927736	1	3	
3706	0.533603	19	3703.33	436	0	5	0	0	0	267	405	18	172985248	173286096	2	1	
1608	0.200713	18	1606.8	164	0	6	0	0	0	262	408	15	172715008	172985248	1	2	
1428	0.163997	17	1426.85	134	0	7	0	0	0	261	408	15	172562128	172715008	1	1	
1267	0.135848	16	1265.91	111	0	8	0	0	0	260	407	15	172435976	172562128	1	1	
1059	0.104028	15	1058.06	85	0	9	0	0	0	261	410	14	172330296	172435976	2	1	
615	0.0587453	14	614.413	48	0	10	0	0	0	261	409	14	172257264	172330296	1	2	
475	0.0416112	13	474.542	34	0	11	0	0	0	261	408	14	172195896	172257264	2	1	
48	0.00489544	1	47.9413	4	1	12	0	0	0	261	402	13	172144960	172195896	0	2	
339	0.0269249	12	338.677	22	0	12	0	0	0	259	407	14	172150112	172195896	1	2	
267	0.0195818	11	266.745	16	0	13	0	0	0	259	406	13	172111664	172150112	1	1	
228	0.0159102	10	227.777	13	0	14	0	0	0	262	408	13	172071352	172111664	1	1	
214	0.0146863	9	213.78	12	0	15	0	0	0	260	406	13	172042496	172071352	2	1	
153	0.00979088	8	152.843	8	0	16	0	0	0	259	407	13	172019280	172042496	1	2	
121	0.00734316	7	120.868	6	0	18	0	0	0	260	407	13	171984080	172019280	1	1	
103	0.0061193	5	102.884	5	0	19	0	0	0	259	408	13	171970232	171984080	1	1	
65	0.00367158	4	64.9229	3	0	21	0	0	0	260	408	13	171946256	171970232	1	1	
23	0.00122386	2	22.9719	1	1	23	0	0	0	260	409	13	171925800	171946256	0	1	
16	0.00122386	1	15.9804	1	1	16	0	0	0	262	410	13	172019392	172042496	0	2	
318	0.0281488	14	317.719	23	0	10	0	0	0	258	413	14	172257712	172330296	1	2	
278	0.0232533	13	277.744	19	0	11	0	0	0	260	414	14	172196680	172257712	1	1	
245	0.0195818	12	244.765	16	0	12	0	0	0	261	413	14	172150336	172196680	1	1	
197	0.0146863	11	196.809	12	0	13	0	0	0	258	414	13	172111888	172150336	1	1	
158	0.0110147	10	157.846	9	0	14	0	0	0	260	412	14	172075456	172111888	1	1	
130	0.00856702	9	129.871	7	0	15	0	0	0	260	413	14	172045296	172075456	1	1	
115	0.00734316	8	114.883	6	0	16	0	0	0	260	414	13	172019616	172045296	1	1	
83	0.00489544	7	82.9119	4	0	18	0	0	0	261	413	13	171984304	172019616	1	1	
65	0.00367158	5	64.9302	3	0	19	0	0	0	258	413	13	171970344	171984304	1	1	
46	0.00244772	4	45.9437	2	1	23	0	0	0	260	413	13	171925912	171970344	0	1	
1623	0.216623	12	1621.7	177	0	6	0	0	0	269	405	17	172743896	172985248	1	2	
1425	0.176236	11	1423.77	144	0	7	0	0	0	266	409	17	172585072	172743896	1	1	
1194	0.135848	10	1192.91	111	0	8	0	0	0	271	405	14	172454624	172585072	1	1	
1034	0.111371	9	1033	91	0	9	0	0	0	265	407	17	172352624	172454624	1	1	
836	0.0844463	8	835.156	69	0	10	0	0	0	267	407	17	172276840	172352624	1	1	
626	0.0587453	7	625.354	48	0	11	0	0	0	267	406	17	172212880	172276840	1	1	
483	0.0428351	6	482.486	35	0	12	0	0	0	268	407	16	172158176	172212880	1	1	
375	0.0318204	5	374.586	26	0	13	0	0	0	269	405	16	172119280	172158176	1	1	
258	0.0208056	4	257.709	17	0	14	0	0	0	267	404	16	172082400	172119280	1	1	
188	0.0146863	3	187.78	12	0	15	0	0	0	268	406	16	172050672	172082400	1	1	
113	0.00856702	2	112.863	7	0	16	0	0	0	267	406	16	172026296	172050672	1	1	
17	0.00122386	1	16.9792	1	1	17	0	0	0	268	405	15	172004648	172026296	0	1	
342	0.078327	6	341.687	64	0	4	0	0	0	268	414	23	173409176	173927736	1	3	
246	0.0489544	5	245.755	40	0	5	0	0	0	270	412	22	173065480	173409176	1	1	
176	0.0318204	4	175.809	26	0	6	0	0	0	268	413	23	172821072	173065480	1	1	
98	0.0159102	3	97.8886	13	0	7	0	0	0	269	411	22	172640232	172821072	1	1	
49	0.00734316	2	48.9413	6	0	8	0	0	0	268	411	22	172492688	172640232	1	1	
9	0.00122386	1	8.98899	1	1	9	0	0	0	268	412	22	172383920	172492688	0	1	
3	0.00122386	1	2.99633	1	1	3	0	0	0	278	384	13	173513952	174656640	0	8	
57	0.0220295	2	56.9339	18	0	3	0	0	0	255	392	16	173595848	174656640	2	8	
4	0.00122386	1	3.9951	1	1	4	0	0	0	256	391	15	173194608	173595848	0	2	
