"integrated_intensity"	"physical_size"	"local_intensity"	"volume_levelling"	"size"	"leaf"	"intensity"	"spot"	"branch"	"spot_base"	"x"	"y"	"z"	"node"	"parent"	"node_children"	"parent_children"	
99	0.00979088	6	98.9021	8	0	10	0	0	0	240	367	26	172306200	172392896	1	1	
79	0.00734316	5	78.9192	6	0	11	0	0	0	242	368	26	172236472	172306200	1	1	
68	0.0061193	4	67.9266	5	0	12	0	0	0	243	367	26	172179152	172236472	1	1	
44	0.00367158	3	43.9486	3	0	14	0	0	0	241	367	26	172098264	172179152	1	1	
30	0.00244772	1	29.9633	2	1	15	0	0	0	242	367	26	172064744	172098264	0	1	
28800	2.33757	76	28793	1910	0	3	0	1	0	235	374	26	173954648	174697960	3	6	
27828	1.98265	75	27820.1	1620	0	4	0	1	0	239	383	25	173442200	173954648	1	3	
27272	1.81254	74	27262.9	1481	0	5	0	1	0	238	386	25	173088864	173442200	1	1	
26647	1.65955	73	26637	1356	0	6	0	1	0	239	380	26	172837352	173088864	1	1	
26053	1.53839	72	26042.2	1257	0	7	0	1	0	235	386	25	172651520	172837352	1	1	
25402	1.42457	71	25390.6	1164	0	8	0	1	0	237	385	25	172504136	172651520	1	1	
24642	1.30831	70	24630.2	1069	0	9	0	1	0	238	383	23	172392112	172504136	2	1	
10	0.00122386	1	9.98776	1	1	10	0	0	0	251	369	15	172262152	172392112	0	2	
23912	1.20917	69	23899.9	988	0	10	0	1	0	238	381	25	172304616	172392112	2	2	
23349	1.14064	68	23336.5	932	0	11	0	1	0	235	385	25	172235128	172304616	1	2	
22535	1.05007	67	22522.4	858	0	12	0	1	0	234	384	24	172178592	172235128	1	1	
21851	0.980312	66	21838.3	801	0	13	0	1	0	235	374	23	172134136	172178592	1	1	
21214	0.920343	65	21201.1	752	0	14	0	1	0	235	383	23	172097704	172134136	1	1	
20514	0.85915	64	20501.1	702	0	15	0	1	0	237	373	22	172063960	172097704	1	1	
19899	0.808971	63	19886.1	661	0	16	0	1	0	234	384	25	172036824	172063960	1	1	
19355	0.76736	62	19342	627	0	17	0	1	0	248	372	20	172015024	172036824	1	1	
18709	0.720854	61	18696	589	0	18	0	1	0	244	376	20	171996920	172015024	1	1	
18043	0.675571	60	18030.2	552	0	19	0	1	0	237	382	23	171980944	171996920	1	1	
17587	0.646198	59	17574.1	528	0	20	0	1	0	241	379	22	171968216	171980944	1	1	
16927	0.605811	58	16914.3	495	0	21	0	1	0	232	378	21	171956448	171968216	1	1	
16066	0.555632	57	16053.8	454	0	22	0	1	0	234	383	25	171943792	171956448	1	1	
15450	0.521364	56	15438	426	0	23	0	1	0	236	382	24	171933976	171943792	1	1	
14576	0.474858	55	14564.6	388	0	24	0	1	0	238	373	21	171923152	171933976	1	1	
13976	0.444261	54	13964.9	363	0	25	0	1	0	245	373	18	171914080	171923152	1	1	
13401	0.416112	53	13390.2	340	0	26	0	1	0	240	379	22	171904824	171914080	2	1	
2036	0.0758793	19	2033.95	62	0	27	0	0	0	248	373	18	171895640	171904824	1	2	
1874	0.0685362	18	1872.08	56	0	28	0	0	0	248	371	17	171889296	171895640	1	1	
1706	0.061193	17	1704.23	50	0	29	0	0	0	246	368	17	171882800	171889296	1	1	
1561	0.0550737	16	1559.35	45	0	30	0	0	0	244	370	17	171875784	171882800	1	1	
1411	0.0489544	15	1409.48	40	0	31	0	0	0	247	369	17	171870184	171875784	1	1	
1256	0.0428351	14	1254.63	35	0	32	0	0	0	243	370	19	171864920	171870184	1	1	
1032	0.0342681	13	1030.87	28	0	33	0	0	0	247	370	17	171858240	171864920	1	1	
933	0.0305965	12	931.96	25	0	34	0	0	0	247	372	18	171852864	171858240	1	1	
661	0.0208056	11	660.272	17	0	35	0	0	0	246	370	17	171848272	171852864	1	1	
451	0.0134625	10	450.515	11	0	36	0	0	0	247	369	18	171844504	171848272	1	1	
415	0.0122386	9	414.523	10	0	39	0	0	0	247	371	18	171835432	171844504	1	1	
376	0.0110147	6	375.559	9	0	40	0	0	0	247	370	18	171831288	171835432	1	1	
296	0.00856702	5	295.649	7	0	41	0	0	0	246	369	18	171828192	171831288	1	1	
132	0.00367158	4	131.846	3	0	42	0	0	0	245	371	18	171825392	171828192	1	1	
90	0.00244772	3	89.8899	2	1	45	0	0	0	246	370	18	171817776	171825392	0	1	
10871	0.31698	52	10862.4	259	0	27	0	1	0	235	381	25	171898104	171904824	1	2	
10412	0.296174	51	10403.7	242	0	28	0	1	0	232	382	25	171891200	171898104	1	1	
10076	0.281488	50	10067.8	230	0	29	0	1	0	240	375	19	171885152	171891200	1	1	
9757	0.268025	49	9748.96	219	0	30	0	1	0	240	376	19	171879328	171885152	1	1	
9187	0.244772	48	9179.41	200	0	31	0	1	0	238	376	19	171871192	171879328	1	1	
8908	0.233757	47	8900.52	191	0	32	0	1	0	239	376	19	171866824	171871192	1	1	
8588	0.221519	46	8580.69	181	0	33	0	1	0	234	381	25	171860592	171866824	1	1	
8258	0.20928	45	8250.88	171	0	34	2	1	2	238	379	23	171855104	171860592	1	1	
7748	0.190922	44	7741.32	156	0	35	2	1	0	238	374	20	171849840	171855104	1	1	
7398	0.178684	43	7391.57	146	0	36	2	1	0	239	378	20	171846480	171849840	1	1	
7182	0.17134	42	7175.66	140	0	37	2	1	0	237	380	21	171842376	171846480	1	1	
7071	0.167669	41	7064.63	137	0	38	2	1	0	239	375	20	171839688	171842376	1	1	
6881	0.16155	40	6874.7	132	0	39	2	1	0	232	379	23	171836664	171839688	1	1	
6647	0.154206	39	6640.83	126	0	40	2	1	0	238	378	20	171832856	171836664	1	1	
6287	0.143192	38	6281.13	117	0	41	2	1	0	239	377	20	146966920	171832856	1	1	
5959	0.133401	37	5953.4	109	0	42	2	1	0	235	381	23	171826064	146966920	1	1	
5749	0.127281	36	5743.53	104	0	43	2	1	0	238	375	20	171823824	171826064	1	1	
5491	0.119938	35	5485.72	98	0	44	2	1	0	237	374	21	171821136	171823824	1	1	
5315	0.115043	34	5309.82	94	0	45	2	1	0	237	375	20	171818784	171821136	1	1	
5045	0.1077	33	5040.05	88	0	46	2	1	0	238	377	20	171816432	171818784	1	1	
4953	0.105252	32	4948.05	86	0	47	2	1	0	238	376	20	171814640	171816432	1	1	
4718	0.0991327	31	4713.24	81	0	48	2	1	0	236	377	20	171811992	171814640	1	1	
4334	0.0893418	30	4329.62	73	0	49	2	1	0	233	377	23	171809192	171811992	1	1	
3942	0.0795509	29	3938.02	65	0	50	2	1	0	237	376	20	171806504	171809192	1	1	
3792	0.0758793	28	3788.13	62	0	51	2	1	0	239	376	21	171804264	171806504	1	1	
3588	0.0709839	27	3584.31	58	0	52	2	1	0	235	375	21	171802584	171804264	1	1	
3224	0.0624169	26	3220.69	51	0	53	2	1	0	239	377	21	135506040	171802584	1	1	
3012	0.0575214	25	3008.89	47	0	54	2	1	0	238	375	21	171797472	135506040	1	1	
2904	0.0550737	24	2900.97	45	0	55	2	1	0	233	379	23	171796576	171797472	1	1	
2739	0.0514021	23	2736.07	42	0	57	2	1	0	235	380	23	171794224	171796576	1	1	
2454	0.0452828	21	2451.37	37	0	58	2	1	0	238	378	21	171792656	171794224	1	1	
2396	0.044059	20	2393.4	36	0	59	2	1	0	235	378	21	171791760	171792656	1	1	
2278	0.0416112	19	2275.5	34	0	60	2	1	0	236	375	21	171791312	171791760	1	1	
2038	0.0367158	18	2035.76	30	0	61	2	1	0	237	375	21	171790528	171791312	1	1	
1916	0.0342681	17	1913.88	28	0	62	2	1	0	235	376	21	171789408	171790528	1	1	
1854	0.0330442	16	1851.92	27	0	63	2	1	0	238	376	21	171788288	171789408	1	1	
1665	0.0293726	15	1663.12	24	0	64	2	1	0	235	377	21	171786944	171788288	1	1	
1473	0.0257011	14	1471.33	21	0	65	2	1	0	236	378	21	146948616	171786944	1	1	
1408	0.0244772	13	1406.38	20	0	66	2	1	0	234	379	23	148027808	146948616	1	1	
1342	0.0232533	12	1340.44	19	0	67	2	1	0	234	378	23	171785640	148027808	1	1	
1074	0.0183579	11	1072.75	15	0	68	2	1	0	235	379	23	171784744	171785640	1	1	
734	0.0122386	10	733.143	10	0	70	2	1	0	237	376	21	171782616	171784744	1	1	
524	0.00856702	8	523.392	7	0	71	2	1	0	236	376	21	153301712	171782616	1	1	
382	0.0061193	7	381.559	5	0	72	2	1	0	236	377	21	148027056	153301712	1	1	
310	0.00489544	6	309.623	4	0	77	2	1	0	236	378	22	145863104	148027056	1	1	
156	0.00244772	1	155.809	2	1	78	2	1	0	236	377	22	145862400	145863104	0	1	
13	0.00122386	3	12.9841	1	1	13	0	0	0	250	370	15	172113904	172304616	0	2	
275	0.0709839	3	274.716	58	0	4	0	0	0	258	379	25	173433784	173954648	1	3	
175	0.0403874	2	174.798	33	0	5	0	0	0	257	378	25	173083312	173433784	3	1	
36	0.00734316	1	35.9559	6	1	6	0	0	0	257	377	24	172825296	173083312	0	3	
6	0.00122386	1	5.99266	1	1	6	0	0	0	255	378	25	172832968	173083312	0	3	
18	0.00367158	1	17.978	3	1	6	0	0	0	257	374	25	172832408	173083312	0	3	
4	0.00122386	1	3.9951	1	1	4	0	0	0	258	372	26	173441864	173954648	0	3	
6	0.00244772	1	5.99266	2	1	3	0	0	0	246	378	15	173591592	174697960	0	6	
5	0.00122386	3	4.99388	1	1	5	0	0	0	245	379	15	172915792	174697960	0	6	
12	0.00489544	1	11.9853	4	1	3	0	0	0	249	382	22	173860456	174697960	0	6	
760	0.26313	9	759.474	215	0	2	0	0	0	257	366	23	174594376	175669312	1	127	
592	0.160326	8	591.519	131	0	3	0	0	0	255	366	21	173858664	174594376	2	1	
333	0.0734316	7	332.706	60	0	4	0	0	0	259	364	19	173307400	173858664	1	2	
233	0.0428351	6	232.786	35	0	5	0	0	0	259	363	19	172999976	173307400	1	1	
183	0.0305965	5	182.816	25	0	6	0	0	0	259	363	18	172754992	172999976	1	1	
129	0.0195818	4	128.863	16	0	7	0	0	0	260	361	18	172591120	172754992	1	1	
94	0.0134625	3	93.8923	11	0	8	0	0	0	259	362	18	172459632	172591120	1	1	
38	0.00489544	2	37.9559	4	0	9	0	0	0	259	363	17	172350592	172459632	1	1	
20	0.00244772	1	19.9755	2	1	10	0	0	0	259	362	17	172274264	172350592	0	1	
112	0.0269249	5	111.892	22	0	4	0	0	0	258	366	22	173383168	173858664	1	2	
72	0.0146863	4	71.9266	12	0	5	0	0	0	257	366	22	173047664	173383168	1	1	
47	0.00856702	3	46.9486	7	0	6	0	0	0	258	364	21	172794512	173047664	1	1	
23	0.00367158	2	22.9743	3	0	7	0	0	0	257	366	21	172621520	172794512	1	1	
16	0.00244772	1	15.9804	2	1	8	0	0	0	258	365	21	172480760	172621520	0	1	
882	0.237429	11	881.525	194	0	2	0	0	0	259	374	17	174260368	175669312	1	127	
788	0.179907	10	787.46	147	0	3	0	0	0	258	373	17	173668152	174260368	1	1	
656	0.126058	9	655.496	103	0	4	0	0	0	260	373	16	173216704	173668152	1	1	
568	0.0991327	8	567.504	81	0	5	0	0	0	258	374	16	172934136	173216704	1	1	
463	0.0734316	7	462.559	60	0	6	0	0	0	259	373	16	172723488	172934136	1	1	
343	0.0489544	6	342.657	40	0	7	0	0	0	258	373	16	172568648	172723488	1	1	
252	0.0330442	5	251.736	27	0	8	0	0	0	259	373	15	172431864	172568648	1	1	
188	0.0232533	4	187.791	19	0	9	0	0	0	257	372	15	172335000	172431864	1	1	
116	0.0134625	3	115.865	11	0	10	0	0	0	259	372	15	172253456	172335000	2	1	
45	0.00489544	2	44.9462	4	0	11	0	0	0	259	370	14	172192928	172253456	1	2	
12	0.00122386	1	11.9853	1	1	12	0	0	0	259	371	14	172149104	172192928	0	1	
11	0.00122386	1	10.9865	1	1	11	0	0	0	258	372	15	172199928	172253456	0	2	
14	0.00856702	1	13.9829	7	1	2	0	0	0	237	391	19	174329832	175669312	0	127	
1275	0.362263	13	1274.28	296	0	2	0	0	0	228	407	23	174606440	175669312	5	127	
6	0.00244772	1	5.99266	2	1	3	0	0	0	238	403	22	173867696	174606440	0	5	
960	0.190922	12	959.427	156	0	3	0	0	0	231	403	23	173898392	174606440	1	5	
864	0.151759	11	863.393	124	0	4	0	0	0	229	404	22	173388208	173898392	1	1	
764	0.121162	10	763.394	99	0	5	0	0	0	232	400	22	173052272	173388208	1	1	
639	0.0905656	9	638.457	74	0	6	0	0	0	231	404	22	172811128	173052272	1	1	
537	0.06976	8	536.512	57	0	7	0	0	0	231	400	19	172632824	172811128	1	1	
467	0.0575214	7	466.54	47	0	8	0	0	0	230	401	22	172491856	172632824	1	1	
395	0.0465067	6	394.581	38	0	9	0	0	0	233	403	21	172383552	172491856	1	1	
287	0.0318204	5	286.682	26	0	10	0	0	0	233	400	19	172299304	172383552	1	1	
157	0.0159102	4	156.825	13	0	11	0	0	0	234	402	19	172228448	172299304	2	1	
54	0.00489544	3	53.9364	4	0	13	0	0	0	232	402	19	172127192	172228448	1	2	
28	0.00244772	1	27.9657	2	1	14	0	0	0	233	402	19	172089232	172127192	0	1	
48	0.00489544	1	47.9413	4	1	12	0	0	0	232	403	21	172172136	172228448	0	2	
12	0.00489544	1	11.9853	4	1	3	0	0	0	238	398	18	173721528	174606440	0	5	
58	0.0183579	3	57.9449	15	0	3	0	0	0	240	399	20	173801984	174606440	1	5	
37	0.00979088	2	36.9608	8	0	4	0	0	0	238	401	20	173341448	173801984	1	1	
25	0.0061193	1	24.9694	5	1	5	0	0	0	240	402	20	173018960	173341448	0	1	
3	0.00122386	1	2.99633	1	1	3	0	0	0	228	406	23	173898504	174606440	0	5	
48	0.0281488	2	47.9437	23	0	2	0	0	0	305	356	16	174083624	175669312	1	127	
6	0.00244772	1	5.99266	2	1	3	0	0	0	304	355	14	173545120	174083624	0	1	
41156	4.3753	115	41147.2	3575	0	2	0	1	0	295	349	26	174670824	175669312	4	127	
849	0.232533	9	848.302	190	0	3	0	0	0	298	347	24	173914592	174670824	1	4	
576	0.121162	8	575.515	99	0	4	0	0	0	300	343	23	173401816	173914592	2	1	
15	0.00367158	1	14.9816	3	1	5	0	0	0	302	349	20	173013808	173401816	0	2	
441	0.0807748	7	440.596	66	0	5	0	0	0	300	346	23	173059864	173401816	1	2	
326	0.052626	6	325.684	43	0	6	0	0	0	300	345	23	172817776	173059864	1	1	
254	0.0379397	5	253.734	31	0	7	0	0	0	297	344	22	172637512	172817776	1	1	
177	0.0244772	4	176.804	20	0	8	0	0	0	297	346	22	172488672	172637512	1	1	
105	0.0134625	3	104.879	11	0	9	0	0	0	299	344	22	172380520	172488672	1	1	
42	0.00489544	2	41.951	4	0	10	0	0	0	298	345	21	172297384	172380520	1	1	
22	0.00244772	1	21.9731	2	1	11	0	0	0	299	345	22	172227216	172297384	0	1	
2304	0.441813	15	2302.67	361	0	3	0	0	0	311	354	20	173788104	174670824	1	4	
2058	0.341457	14	2056.63	279	0	4	0	0	0	311	353	20	173332392	173788104	1	1	
1846	0.276592	13	1844.62	226	0	5	0	0	0	310	355	18	172998520	173332392	1	1	
1616	0.220295	12	1614.68	180	0	6	0	0	0	311	353	19	172769640	172998520	1	1	
1406	0.17746	11	1404.76	145	0	7	0	0	0	309	347	17	172600504	172769640	1	1	
1175	0.137072	10	1173.9	112	0	8	0	0	0	312	352	17	172467048	172600504	2	1	
834	0.0868941	9	833.218	71	0	9	0	0	0	311	350	16	172341480	172467048	1	2	
699	0.0685362	8	698.315	56	0	10	0	0	0	310	346	13	172267032	172341480	1	1	
609	0.0575214	7	608.367	47	0	11	0	0	0	311	348	15	172204744	172267032	1	1	
466	0.0416112	6	465.501	34	0	12	0	0	0	310	349	16	172155824	172204744	1	1	
346	0.0293726	5	345.618	24	0	13	0	0	0	309	347	16	172117488	172155824	1	1	
255	0.0208056	4	254.709	17	0	14	0	0	0	309	348	16	172080720	172117488	1	1	
171	0.0134625	3	170.798	11	0	15	0	0	0	310	348	15	172046416	172080720	1	1	
66	0.00489544	2	65.9217	4	0	16	0	0	0	309	347	15	172020848	172046416	1	1	
34	0.00244772	1	33.9584	2	1	17	0	0	0	309	348	15	172003192	172020848	0	1	
85	0.0110147	3	84.9009	9	0	9	0	0	0	309	353	18	172356816	172467048	1	2	
31	0.00367158	2	30.9633	3	0	10	0	0	0	311	352	18	172280192	172356816	1	1	
11	0.00122386	1	10.9865	1	1	11	0	0	0	310	352	18	172215008	172280192	0	1	
36202	2.6056	114	36194.2	2129	0	3	0	1	0	280	340	24	173887192	174670824	4	4	
60	0.017134	2	59.9315	14	0	4	0	0	0	287	342	19	173302520	173887192	1	4	
20	0.00489544	1	19.9755	4	1	5	0	0	0	287	341	19	172975152	173302520	0	1	
397	0.0942372	7	396.623	77	0	4	0	0	0	289	349	18	173272216	173887192	3	4	
30	0.00734316	1	29.9633	6	1	5	0	0	0	295	344	14	172887984	173272216	0	3	
172	0.0318204	6	171.841	26	0	5	0	0	0	291	347	16	172929416	173272216	1	3	
117	0.0183579	5	116.89	15	0	6	0	0	0	292	343	16	172719440	172929416	1	1	
93	0.0134625	4	92.9058	11	0	7	0	0	0	291	343	16	172565704	172719440	1	1	
79	0.0110147	3	78.9119	9	0	8	0	0	0	292	345	16	172439160	172565704	1	1	
47	0.0061193	2	46.9449	5	0	9	0	0	0	291	344	16	172341016	172439160	1	1	
20	0.00244772	1	19.9755	2	1	10	0	0	0	291	345	16	172266808	172341016	0	1	
51	0.0110147	3	50.9449	9	0	5	0	0	0	287	346	18	172975728	173272216	1	3	
31	0.0061193	2	30.9633	5	0	6	0	0	0	288	346	18	172753024	172975728	1	1	
7	0.00122386	1	6.99143	1	1	7	0	0	0	288	347	18	172589856	172753024	0	1	
34793	2.10626	113	34784.6	1721	0	4	0	1	0	284	340	22	173380704	173887192	1	4	
33921	1.83946	112	33911.8	1503	0	5	0	1	0	298	335	22	173046096	173380704	1	1	
33261	1.67791	111	33250.9	1371	0	6	0	1	0	280	339	22	172806056	173046096	1	1	
32403	1.5029	110	32392.5	1228	0	7	0	1	0	282	338	22	172629040	172806056	1	1	
31647	1.37072	109	31636	1120	0	8	0	1	0	282	340	21	172487984	172629040	1	1	
30823	1.24467	108	30811.8	1017	0	9	0	1	0	282	341	22	172375080	172487984	2	1	
29805	1.10759	107	29793.9	905	0	10	0	1	0	292	336	20	172288592	172375080	2	2	
233	0.0244772	3	232.731	20	0	11	0	0	0	283	337	20	172221616	172288592	1	2	
112	0.0110147	2	111.868	9	0	12	0	0	0	281	338	20	172168888	172221616	1	1	
52	0.00489544	1	51.9364	4	1	13	0	0	0	282	337	19	172125624	172168888	0	1	
28902	1.00112	106	28891	818	0	11	0	1	0	292	334	20	172221392	172288592	1	2	
28440	0.949715	105	28428.6	776	0	12	0	1	0	296	337	20	172169000	172221392	1	1	
27996	0.904433	104	27984.2	739	0	13	0	1	0	297	331	20	172128088	172169000	1	1	
27554	0.862821	103	27541.9	705	0	14	0	1	0	302	331	15	172090240	172128088	1	1	
27106	0.823658	102	27093.6	673	0	15	0	1	0	289	334	18	172056496	172090240	1	1	
26641	0.785718	101	26628.4	642	0	16	0	1	0	296	336	20	172031784	172056496	1	1	
26065	0.741659	100	26052.4	606	0	17	0	1	0	295	328	18	172011776	172031784	1	1	
25742	0.718406	99	25729.1	587	0	18	0	1	0	299	327	13	171993560	172011776	1	1	
25274	0.686585	98	25261	561	0	19	0	1	0	291	336	18	171977136	171993560	1	1	
24951	0.66578	97	24937.7	544	0	20	0	1	0	300	328	13	171964520	171977136	1	1	
24471	0.636407	96	24457.6	520	0	21	0	1	0	294	334	13	171952752	171964520	1	1	
24072	0.613154	95	24058.5	501	0	22	0	1	0	298	327	13	171941328	171952752	1	1	
23720	0.593572	94	23706.3	485	0	23	0	1	0	296	326	15	171929608	171941328	1	1	
23375	0.575214	93	23361.2	470	0	24	0	1	0	296	337	18	171919680	171929608	1	1	
22775	0.544618	92	22761.4	445	0	25	0	1	0	295	334	13	171910720	171919680	1	1	
22275	0.52014	91	22261.5	425	0	26	0	1	0	296	331	19	171901800	171910720	1	1	
21911	0.503006	90	21897.4	411	0	27	0	1	0	299	328	13	171895416	171901800	1	1	
21614	0.489544	89	21600.3	400	0	28	0	1	0	296	328	17	171888960	171895416	1	1	
21278	0.474858	88	21264.2	388	0	29	0	1	0	299	333	13	171882576	171888960	1	1	
20959	0.461395	87	20945.2	377	0	30	0	1	0	300	332	13	171875112	171882576	1	1	
20719	0.451604	86	20705	369	0	31	0	1	0	294	335	14	171870072	171875112	1	1	
20347	0.436918	85	20333	357	0	32	0	1	0	298	327	15	171864696	171870072	1	1	
19931	0.421008	84	19917.1	344	0	33	0	1	0	298	328	13	171858128	171864696	1	1	
19535	0.406322	83	19521.2	332	0	34	0	1	0	299	335	17	171852192	171858128	1	1	
18991	0.38674	82	18977.5	316	0	35	0	1	0	296	335	14	171847488	171852192	1	1	
18781	0.379397	81	18767.3	310	0	36	0	1	0	296	332	19	171844952	171847488	1	1	
18529	0.37083	80	18515.3	303	0	37	0	1	0	297	334	19	171842152	171844952	1	1	
18085	0.356143	79	18071.5	291	0	38	0	1	0	290	333	16	171838680	171842152	1	1	
17591	0.340233	78	17577.7	278	0	39	0	1	0	293	331	14	171835768	171838680	1	1	
17162	0.326771	77	17148.9	267	0	40	0	1	0	300	333	15	171831512	171835768	1	1	
16882	0.318204	76	16869	260	0	41	0	1	0	296	336	18	171827856	171831512	1	1	
16554	0.308413	75	16541	252	0	42	0	1	0	293	333	14	171825280	171827856	1	1	
16260	0.299846	74	16247.1	245	0	43	0	1	0	296	334	19	171823040	171825280	1	1	
15701	0.283936	73	15688.5	232	0	44	0	1	0	298	329	13	171820464	171823040	1	1	
15349	0.274145	72	15336.7	224	0	45	0	1	0	296	329	17	171817664	171820464	1	1	
15079	0.266801	71	15066.7	218	0	46	0	1	0	296	332	13	171815760	171817664	1	1	
14895	0.261906	70	14882.7	214	0	47	0	1	0	297	329	13	171813336	171815760	1	1	
14660	0.255787	69	14647.7	209	0	48	0	1	0	297	332	13	171810760	171813336	1	1	
14324	0.24722	68	14311.9	202	0	49	0	1	0	300	330	15	171807624	171810760	1	1	
14030	0.239877	67	14018	196	0	50	0	1	0	298	330	13	171806056	171807624	1	1	
13530	0.227638	66	13518.4	186	0	51	0	1	0	296	331	13	171803704	171806056	1	1	
13173	0.219071	65	13161.6	179	0	52	0	1	0	297	328	14	171801464	171803704	1	1	
12705	0.208056	64	12694	170	0	53	0	1	0	300	331	15	145874936	171801464	1	1	
12228	0.197041	63	12217.4	161	0	54	0	1	0	297	331	13	171797024	145874936	1	1	
12012	0.192146	62	12001.4	157	0	55	0	1	0	299	329	15	171795904	171797024	1	1	
11792	0.187251	61	11781.5	153	0	56	0	1	0	292	333	17	171794896	171795904	1	1	
11568	0.182355	60	11557.6	149	0	57	0	1	0	294	332	14	171793328	171794896	1	1	
11397	0.178684	59	11386.6	146	0	58	0	1	0	298	334	15	171792544	171793328	1	1	
