"stimulation" "img" "nucleus" "gene" "x" "y" "z" "px" "py" "pz" "dist" "ci" "mean" "max" "median" "nMean" "nMinimum" "nMaximum" "nMedian" "nSigma" "nKurtosis" "nSkewness"
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 1 "cas" 185 121 44 11.7952012882 7.66794455763 10.4681984939 0.377459493272 0.20463155606 88.0782312925 154.0 80.87109375 96.4659863946 26.0 155.0 98.751953125 23.0838477477 -0.301235259135 -0.124233940995
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 2 "wap" 145 319 44 9.24437350914 20.2614845933 10.5383609959 1.701638421 0.868797350057 110.171428571 144.0 109.001953125 118.457142857 81.0 165.0 118.775390625 16.0917014993 -0.193834087121 0.32224400769
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 2 "wap" 126 207 45 7.99174818439 13.1747996744 10.9177952756 1.05075441558 0.606608651867 71.2838709677 102.0 69.873046875 117.374193548 81.0 189.0 116.955078125 17.4341612661 0.907204206609 0.503899054339
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 2 "wap" 130 358 45 8.29183463992 22.771196392 10.8295428676 0.915332235328 0.541518035785 86.4603174603 126.0 82.294921875 112.420634921 77.0 178.0 109.673828125 17.6383006776 0.419903588675 0.472631189946
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 2 "wap" 181 225 45 11.5303281864 14.2794249566 10.9128800442 1.30680049054 0.726995874256 51.6857142857 76.0 48.755859375 132.119047619 72.0 188.0 130.607421875 18.8735433938 -0.0225612322568 0.0651315344113
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 2 "cas" 119 311 31 7.59238295968 19.8014293403 7.51831879138 0.322644179814 0.208985443889 95.0161290323 161.0 89.72265625 78.9548387097 22.0 156.0 79.638671875 25.6389776933 -0.32566278034 -0.0422946361089
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 2 "cas" 155 206 36 9.84424210468 13.097718805 8.62140470738 0.211056989919 0.0933026927546 99.3992537313 180.0 92.13671875 73.4179104478 6.0 151.0 75.087890625 31.9434890783 -0.881869023752 0.018775353885
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 2 "cas" 56 364 47 3.56293942391 23.1232265579 11.3843074088 0.163021873877 0.0614122333373 106.556363636 197.0 99.37890625 72.4690909091 3.0 154.0 74.177734375 32.6951747621 -0.917396610741 -0.0372005924142
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 2 "cas" 114 218 48 7.23488455861 13.8652286979 11.5924800421 0.411668996323 0.265171337592 94.9916666667 169.0 88.91796875 93.6 21.0 169.0 95.111328125 30.3604289913 -0.68182987518 -0.15977950584
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 3 "wap" 473 319 40 30.071608346 20.3005306012 9.48129032258 0.756384799952 0.42248753329 57.206185567 94.0 53.103515625 97.4261168385 49.0 150.0 96.931640625 17.6153500373 -0.195802143952 0.0623469231664
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 3 "wap" 420 309 39 26.6900846686 19.6802053212 9.42168157424 2.33240539848 0.930358470962 93.687150838 134.0 89.748046875 112.206703911 71.0 156.0 113.314453125 15.1229700941 0.172095460432 -0.102714285451
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 3 "wap" 404 378 39 25.7005373761 24.060379904 9.45344042515 2.55190513951 0.9610259953 88.079787234 134.0 84.779296875 124.207446809 76.0 169.0 122.416015625 15.2345142861 0.359585263334 0.088046869866
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 3 "wap" 372 346 42 23.6539161804 21.9945075475 10.1605322366 2.18094313934 0.903587467967 88.4171122995 137.0 84.158203125 122.882352941 82.0 168.0 122.416015625 16.3166600928 -0.0774705367071 0.187313928033
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 3 "cas" 348 392 28 22.1058253023 24.9275091952 6.75641485275 0.105182327664 0.0435174515688 95.735483871 170.0 89.72265625 63.6903225806 2.0 141.0 62.345703125 29.8946516505 -0.54858332401 0.296468772225
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 3 "cas" 384 281 32 24.4382075481 17.8522941214 7.61924993708 0.0660877463235 0.0226052681692 80.5337837838 119.0 76.84765625 61.7567567568 6.0 133.0 61.435546875 27.7698563198 -0.67797167082 0.190986133003
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 3 "cas" 351 290 35 22.2962896269 18.4301902944 8.28793491493 0.257386859938 0.129725597153 100.534328358 184.0 92.13671875 88.1910447761 15.0 171.0 90.560546875 29.9983918299 -0.629566370801 -0.209673965499
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_18m2.lsm" 3 "cas" 464 399 38 29.5297842513 25.3682568225 9.13672266455 0.131494881166 0.0505142895959 108.793650794 206.0 101.79296875 73.9727891156 6.0 152.0 77.818359375 31.977253047 -0.816332918824 -0.163699535474
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_6m1.lsm" 2 "wap" 376 210 34 22.6652635091 12.6670466006 8.1400146092 2.90757576009 0.981215779916 26.0761904762 48.0 24.384765625 159.076190476 91.0 213.0 161.865234375 22.0268193371 -0.142405137981 -0.306892026991
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_6m1.lsm" 2 "wap" 380 276 39 22.8821975606 16.6497822479 9.35418389166 1.68581640797 0.771243458379 8.14513788099 29.0 5.763671875 156.830188679 108.0 221.0 154.892578125 19.5634452396 -0.147256964189 0.294001356192
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_6m1.lsm" 2 "wap" 409 256 36 24.6260671852 15.4508849014 8.67974110032 2.44087668487 0.932699640778 42.1363636364 62.0 40.345703125 157.212121212 112.0 199.0 155.888671875 17.9409677899 -0.340959497272 -0.0672253776542
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_6m1.lsm" 2 "wap" 353 195 37 21.2407039612 11.7520830396 8.91705204331 2.07556217239 0.863636033189 24.3659574468 42.0 22.611328125 168.6 121.0 220.0 169.833984375 18.012626151 -0.0893529965676 -0.185135395898
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_6m1.lsm" 2 "cas" 413 161 39 24.8589579252 9.71751852503 9.36168176876 0.317645184764 0.178479121381 81.9504950495 122.0 79.953125 146.178217822 65.0 199.0 149.912109375 31.8186725178 -0.435692174658 -0.502239256622
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_6m1.lsm" 2 "cas" 326 228 44 19.6187071828 13.7399120521 10.6748281333 0.605294004085 0.32543526122 82.2173913043 124.0 76.234375 140.836956522 73.0 193.0 144.931640625 27.1549389084 -0.461130835623 -0.470635984939
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_6m1.lsm" 2 "cas" 452 265 45 27.2046173803 15.9940705653 10.8160885129 0.463911044726 0.248284792705 66.8043478261 82.0 65.078125 113.47826087 76.0 157.0 114.052734375 19.2443228343 -0.564723737947 0.103432568949
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_6m1.lsm" 2 "cas" 317 293 45 19.081507507 17.6430861871 10.7962352941 0.469441910695 0.242776486308 81.1363636364 121.0 78.890625 113.481818182 58.0 174.0 113.056640625 26.3942347813 -0.803065576697 0.153120918058
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_6m1.lsm" 3 "wap" 212 230 35 12.79272774 13.8532510254 8.44665572694 0.769725986098 0.436176030125 17.1179775281 47.0 13.744140625 132.271535581 75.0 196.0 131.982421875 21.8879813732 -0.206338879824 0.181957980203
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_6m1.lsm" 3 "wap" 164 247 38 9.88275488858 14.8855222231 9.0938766471 1.94612340428 0.871845728468 33.8239700375 67.0 32.365234375 142.325842697 94.0 193.0 140.947265625 19.1651559301 -0.573574064387 0.161326142902
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_6m1.lsm" 3 "wap" 79 309 38 4.7435774888 18.6326891672 9.02512625698 1.52844149297 0.74399010942 67.803030303 101.0 65.173828125 118.075757576 88.0 159.0 119.033203125 13.9045937887 0.349198955331 0.338426473855
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_6m1.lsm" 3 "wap" 87 280 43 5.23676214723 16.8627211751 10.2719893782 0.768010843061 0.430964323984 92.2244897959 130.0 90.888671875 115.06122449 80.0 150.0 113.056640625 15.0475646737 -0.585910158538 0.296879136205
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_6m1.lsm" 3 "cas" 83 272 26 4.98552996693 16.4009130374 6.34924784217 0.109247955039 0.05996421889 75.4418604651 106.0 70.921875 79.2790697674 33.0 147.0 77.197265625 21.8116857814 -0.021919369508 0.476655355872
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_6m1.lsm" 3 "cas" 104 285 26 6.27805256004 17.1857839375 6.23196969697 0.231969475746 0.116636274331 80.0 117.0 78.890625 91.0303030303 50.0 145.0 89.150390625 20.6483949791 -0.464897789335 0.252724049971
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_6m1.lsm" 3 "cas" 80 151 35 4.83390256812 9.12460206013 8.44734169828 0.874882422183 0.48006394591 71.3958333333 87.0 70.921875 137.770833333 100.0 167.0 137.958984375 16.4682022212 -1.02886561722 -0.0704793958711
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_6m1.lsm" 3 "cas" 221 281 41 13.3373944028 16.9491368148 9.83506849315 0.364895661489 0.199212027142 77.0555555556 109.0 75.171875 126.583333333 69.0 167.0 126.005859375 21.7500202364 -0.27429042824 -0.325915994637
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_12m2.lsm" 1 "wap" 261 271 10 12.4096016625 12.9248204055 2.50224240975 0.565730169474 0.345044216339 113.823129252 138.0 112.107421875 51.0680272109 27.0 83.0 49.833984375 11.1186994558 -0.191336799976 0.299814729313
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_12m2.lsm" 1 "wap" 295 153 12 14.0585351632 7.27833537282 2.77050258114 0.646906062698 0.399663107386 114.646258503 144.0 112.107421875 56.4829931973 30.0 89.0 57.216796875 10.5104994743 0.129117445698 0.0139925167464
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_12m2.lsm" 1 "wap" 225 300 18 10.707539937 14.2959805307 4.25055103884 0.937921747803 0.552300141132 122.095588235 159.0 120.181640625 54.6838235294 39.0 77.0 54.052734375 8.36190852385 -0.465849009784 0.191116625892
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_12m2.lsm" 1 "wap" 264 340 27 12.5758813481 16.1688327926 6.46418190198 0.178686972058 0.0732233132508 83.4487179487 133.0 77.947265625 33.6474358974 4.0 65.0 34.013671875 12.4488946227 -0.493922861505 0.140231106426
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_12m2.lsm" 1 "cas" 332 248 8 15.8105296465 11.805141985 1.87148140001 0.229475178025 0.141799007447 106.6 204.0 96.0234375 41.6193103448 0.0 81.0 42.978515625 17.4905234663 -0.816548424646 -0.140001962173
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_12m2.lsm" 1 "cas" 380 187 14 18.073714415 8.87878157337 3.30462713857 0.0900862726221 0.031996564602 100.75 183.0 92.8359375 34.3108552632 1.0 93.0 35.068359375 16.4527303711 -0.574981792125 0.0839464251049
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_12m2.lsm" 1 "cas" 161 224 18 7.6821241589 10.6683579534 4.20363146583 0.0551415461718 0.0176281058694 101.883211679 187.0 93.6328125 31.7109489051 0.0 78.0 31.904296875 16.4910381423 -0.746584449736 0.167481048212
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_12m2.lsm" 1 "cas" 173 201 27 8.2151491827 9.58856843786 6.42105040058 0.192832118758 0.0914025652949 99.1218487395 175.0 92.0390625 38.025210084 5.0 86.0 37.177734375 14.5736386006 -0.63676930786 0.0815736889212
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_7m2.lsm" 1 "wap" 224 213 18 10.6839129575 10.1324698688 4.2308423586 1.23295359449 0.667282554165 154.604651163 189.0 151.716796875 141.744186047 87.0 192.0 140.947265625 21.9225479921 -0.201506698214 0.101121284742
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_7m2.lsm" 1 "wap" 352 367 20 16.7601576831 17.4903301956 4.8878522641 1.04764192917 0.583333311348 117.648809524 154.0 114.802734375 116.93452381 66.0 168.0 115.048828125 19.3285925404 -0.203769917377 0.262845983801
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_7m2.lsm" 1 "wap" 365 345 23 17.3735615491 16.418105921 5.61552359733 1.83089658482 0.8851246496 135.260273973 168.0 131.783203125 149.732876712 108.0 207.0 150.908203125 21.8288929367 -0.484250331945 0.122243206132
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_7m2.lsm" 1 "wap" 182 202 27 8.65967352964 9.59535849718 6.44067959705 1.34390325737 0.710851744708 100.772727273 140.0 97.083984375 173.974747475 126.0 230.0 173.818359375 20.8142466021 -0.215185979552 0.0690306607999
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_7m2.lsm" 1 "cas" 311 230 12 14.8183190498 10.9723416218 2.89645534075 0.2671316042 0.1651389219 98.3256637168 169.0 92.091796875 99.9469026549 23.0 199.0 99.111328125 32.6922141131 -0.611967308939 0.165772423163
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_7m2.lsm" 1 "cas" 238 307 14 11.3439570684 14.5927754337 3.44344337299 0.585136574313 0.358766160361 82.1213872832 125.0 78.888671875 140.910404624 58.0 240.0 141.943359375 32.9095476452 -0.402923616757 0.000644871483532
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_7m2.lsm" 1 "cas" 160 253 19 7.63297746246 12.057965018 4.47454840279 0.132857578388 0.0432824285517 82.2266666667 124.0 80.208984375 93.8966666667 15.0 180.0 93.134765625 34.1431080647 -0.67569869802 0.0580371226155
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_7m2.lsm" 1 "cas" 387 169 25 18.415397744 8.0283906517 5.88643800349 0.13285056803 0.0398986151728 87.2536231884 138.0 82.849609375 110.036231884 27.0 184.0 113.056640625 33.9554594717 -0.625747448635 -0.282445304131
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_13m2.lsm" 1 "wap" 197 214 14 9.40204950775 10.1953374527 3.41640965274 1.51671102141 0.924274481394 134.131578947 170.0 131.81640625 87.3092105263 45.0 124.0 87.35546875 13.3536876632 0.19877114385 0.130213597666
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_13m2.lsm" 1 "wap" 282 245 15 13.4195832232 11.6648151509 3.70248979004 1.7385641622 0.974186937939 91.6872246696 122.0 89.98046875 87.59030837 50.0 124.0 88.19140625 14.9806510425 -0.410567324209 0.0235597233974
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_13m2.lsm" 1 "wap" 180 228 17 8.55079666529 10.8519998539 3.9922291697 1.63625671438 0.949833620121 79.35 116.0 76.69921875 99.1346153846 52.0 142.0 99.05859375 15.3089532011 -0.137051980508 0.0475135230301
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_13m2.lsm" 1 "wap" 208 278 18 9.92553719774 13.2178850872 4.2379796807 1.28202021331 0.811619281798 93.9545454545 122.0 91.30859375 94.1545454545 62.0 135.0 93.20703125 14.8518936964 -0.548272613206 0.00583362278339
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_13m2.lsm" 1 "cas" 253 251 8 12.0661098422 11.9403275783 1.99124621563 0.290545826975 0.211170724497 112.526071842 219.0 103.083984375 63.123986095 1.0 142.0 63.11328125 27.5761281958 -0.678914604267 0.0849444450485
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_13m2.lsm" 1 "cas" 333 223 10 15.8595356191 10.6194553 2.41662448886 0.29193368102 0.219165291271 99.7915936953 182.0 91.962890625 61.8126094571 9.0 129.0 60.60546875 24.9146243678 -0.715391394149 0.200495149229
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_13m2.lsm" 1 "cas" 277 345 10 13.2057377156 16.4374191674 2.33952987989 0.303035975033 0.194508286544 89.4791208791 150.0 84.263671875 62.4505494505 8.0 130.0 60.60546875 22.9855651583 -0.490720197554 0.173946041776
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_13m2.lsm" 1 "cas" 331 355 21 15.7436789122 16.9056457527 5.08057964527 0.679420579829 0.495298911837 95.4074733096 169.0 89.396484375 74.4555160142 22.0 133.0 74.81640625 19.4360502606 -0.368432474743 -0.206863650772
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_1m1.lsm" 1 "wap" 256 240 7 18.3050325546 17.112934072 2.69229188967 0.83323130935 0.420717942318 46.3672727273 95.0 39.890625 152.6 37.0 246.0 154.892578125 47.3563906693 -0.855767682587 -0.17609946826
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_1m1.lsm" 1 "wap" 276 242 12 19.6843557745 17.3112384506 4.3587595191 2.49969895051 0.952506979222 119.21978022 154.0 116.078125 191.0 134.0 252.0 188.759765625 24.7453699373 -0.169178889264 0.350343460115
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_1m1.lsm" 1 "wap" 292 304 13 20.8858047827 21.6889992121 4.72918206325 1.74462016251 0.778194925728 103.353741497 144.0 100.265625 206.612244898 136.0 255.0 206.689453125 28.3032620656 -0.276415537703 -0.430137590989
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_1m1.lsm" 1 "wap" 324 250 14 23.1151033689 17.8237419036 5.26352763444 2.54494365213 0.964140575594 145.904109589 184.0 142.671875 220.068493151 124.0 255.0 223.623046875 23.2906328137 4.70688114038 -1.67947947396
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_1m1.lsm" 1 "cas" 281 208 7 20.094127819 14.862982357 2.65918367752 0.255892082213 0.10225846361 85.3369565217 134.0 82.9609375 121.141304348 34.0 195.0 116.044921875 36.3878924199 -0.624382497051 0.129180385357
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_1m1.lsm" 1 "cas" 190 255 10 13.5739184881 18.2425433596 3.74177725103 0.201377316809 0.0731606173891 95.2372881356 164.0 88.7265625 126.406779661 38.0 220.0 121.025390625 39.7916018473 -0.642855280486 0.246402822241
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_1m1.lsm" 1 "cas" 264 270 19 18.8731365774 19.2652478931 7.0112965614 0.939302987687 0.491297375851 89.15 142.0 88.0859375 189.99 90.0 255.0 196.728515625 35.5946582645 -0.214378328037 -0.474304815349
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_1m1.lsm" 1 "cas" 251 275 19 17.9188767557 19.6414561997 7.02230205267 0.975800954229 0.503007575804 81.2957746479 125.0 79.1171875 191.915492958 87.0 255.0 194.736328125 35.0292720363 -0.102881050273 -0.419427571338
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_1m2.lsm" 1 "wap" 299 256 6 21.3670711452 18.2464276628 2.05016114453 0.61810067365 0.330217411801 16.0 32.0 14.73828125 162.458823529 71.0 255.0 163.857421875 39.8704258427 -0.585806196167 -0.110914643258
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_1m2.lsm" 1 "wap" 282 240 11 20.1323071658 17.1271954084 3.92444850724 2.46276144575 0.93927616759 103.641025641 128.0 103.76953125 211.41025641 163.0 255.0 213.662109375 27.6412334525 -1.25333243795 -0.0662719436658
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_1m2.lsm" 1 "wap" 298 300 11 21.2772822971 21.4145805024 4.19652374444 1.72674321851 0.763467019957 72.8245614035 87.0 71.28515625 219.087719298 134.0 255.0 222.626953125 25.2284424961 1.16434400115 -0.961089998832
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_1m2.lsm" 1 "wap" 330 247 13 23.5650706333 17.672408859 5.01368404468 2.78750250066 0.976812197743 127.65625 154.0 124.22265625 228.71875 177.0 255.0 230.595703125 21.4915352804 -0.056383837509 -0.819175248942
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_1m2.lsm" 1 "cas" 288 205 6 20.5852449723 14.6324480512 2.31008172404 0.254168799155 0.103387146336 82.0875 124.0 80.3125 138.925 62.0 227.0 141.943359375 42.451394395 -1.07519849741 -0.0112910080259
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_1m2.lsm" 1 "cas" 196 253 9 14.0001481615 18.0539649629 3.42490673784 0.197394391162 0.0823594861476 96.22 160.0 89.0625 133.07 38.0 252.0 128.994140625 49.9709521683 -0.723637148947 0.265894377221
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_1m2.lsm" 1 "cas" 269 267 18 19.1948606147 19.0382583261 6.76898617908 1.03906875361 0.524705794687 89.9310344828 141.0 85.9375 214.333333333 140.0 255.0 219.638671875 28.9167476486 -0.687049081226 -0.470091975068
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_1m2.lsm" 1 "cas" 255 272 18 18.21194093 19.4091514144 6.77143054156 1.03662439286 0.523630767502 86.1282051282 136.0 82.1875 214.371794872 155.0 255.0 216.650390625 26.5257086637 -1.04695689157 -0.308422099943
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_8m2.lsm" 1 "wap" 337 196 19 16.0311220144 9.31123221028 4.54493430657 0.889900135176 0.553815149762 92.2115384615 123.0 90.087890625 159.198717949 96.0 221.0 157.880859375 25.5979888 -0.182728726115 0.0160227176738
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_8m2.lsm" 1 "wap" 202 344 21 9.59535592977 16.3752241505 4.9929359517 1.68376329695 0.929821409787 87.8719512195 118.0 85.763671875 168.018292683 115.0 218.0 167.841796875 22.0936302513 -0.411506849565 -0.0501335582248
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_8m2.lsm" 1 "wap" 226 401 21 10.7782919916 19.0706685372 4.98741414001 1.20316302773 0.740732508642 68.961722488 104.0 66.064453125 172.320574163 107.0 244.0 168.837890625 24.1930856233 0.0374983818451 0.254586123365
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_8m2.lsm" 1 "wap" 229 170 23 10.893625528 8.09894913517 5.4165631929 1.40454022064 0.822464386616 65.009009009 98.0 62.220703125 180.481981982 122.0 242.0 181.787109375 22.5929380638 -0.349530594072 0.0277529706698
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_8m2.lsm" 1 "cas" 170 239 14 8.08236794287 11.3971335509 3.25998168312 0.242513966706 0.140160684944 95.253634895 166.0 89.208984375 109.069466882 20.0 232.0 112.060546875 40.3488832977 -0.625856187257 -0.0248247578166
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_8m2.lsm" 1 "cas" 371 375 19 17.6549064753 17.8762222328 4.65813711078 0.261808996253 0.132220373902 88.7312252964 149.0 83.056640625 132.887351779 35.0 237.0 133.974609375 51.927721646 -1.03358484966 0.0605401035102
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_8m2.lsm" 1 "cas" 124 272 26 5.92411757402 12.9426927145 6.28223227272 0.268728951726 0.174828199756 98.2211350294 175.0 93.310546875 114.622309198 34.0 223.0 115.048828125 38.2768579466 -0.683913813123 0.0752231762065
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_8m2.lsm" 1 "cas" 210 365 26 9.97816991405 17.3611704852 6.24730536855 0.544968205172 0.3702097343 87.9949367089 146.0 83.056640625 137.141772152 59.0 218.0 138.955078125 33.3659930815 -0.583140114385 -0.0729625885815
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_14m2.lsm" 1 "wap" 255 220 26 12.1234193426 10.4675807181 6.22753053638 2.08259595756 0.922043676015 43.1221374046 64.0 41.25 94.8282442748 52.0 136.0 93.92578125 16.2512918428 -0.221318024772 0.0495915007359
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_14m2.lsm" 1 "wap" 354 109 27 16.8670374133 5.16908544509 6.40451845494 0.967747183621 0.554308512687 100.431034483 128.0 98.25 98.8965517241 62.0 148.0 97.20703125 15.3873913999 0.058231820102 0.314995811335
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_14m2.lsm" 1 "wap" 206 267 28 9.79437427164 12.7038084133 6.71550136488 1.5409895063 0.783925470941 70.4487179487 97.0 69.25 105.403846154 67.0 139.0 106.23046875 14.1205769992 -0.0422927947289 -0.139648859133
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_14m2.lsm" 1 "wap" 258 240 28 12.2623723862 11.4082812656 6.83140778007 1.32859216205 0.710709159725 71.3525641026 95.0 70.25 99.2179487179 70.0 132.0 98.84765625 13.1469583735 -0.682342907173 0.0487618867722
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_14m2.lsm" 1 "cas" 317 267 13 15.0995920477 12.7310360717 3.12791449866 0.253356269287 0.15516273406 105.504451039 198.0 98.9609375 67.2195845697 9.0 127.0 70.95703125 24.0380302169 -0.701120145141 -0.208589626646
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_14m2.lsm" 1 "cas" 219 189 19 10.4244334981 9.0189943516 4.46145402046 0.117037812431 0.0424759492341 110.78581363 212.0 98.9609375 56.9248956885 1.0 120.0 60.29296875 25.0589262188 -0.843329863773 -0.172395697303
"no" "cells_no-est/ip_cas-fitc_wap-cy5.mdb/wap_cas_20070320_14m2.lsm" 1 "cas" 187 334 25 8.90216442501 15.8821122137 6.01937899451 0.120528883893 0.045774718679 93.9527186761 167.0 87.3671875 66.0472813239 10.0 131.0 66.85546875 26.5541142185 -0.785879512252 -0.129101544118
