"stimulation" "img" "nucleus" "gene" "x" "y" "z" "px" "py" "pz" "dist" "ci" "mean" "max" "median" "nMean" "nMinimum" "nMaximum" "nMedian" "nSigma" "nKurtosis" "nSkewness"
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_36.lsm" 1 "wap" 374 124 15 30.5517645097 10.1132867763 3.58609419106 1.27207212578 0.71417915312 137.367346939 160.0 136.830078125 202.387755102 165.0 246.0 201.708984375 18.1140096869 -0.385765781503 0.314659716786
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_36.lsm" 1 "wap" 384 113 22 31.3196881615 9.250776239 5.16237676843 1.31762316236 0.736899805104 108.306451613 133.0 105.751953125 177.564516129 146.0 218.0 176.806640625 17.1020284175 -0.577208938292 0.0419666462741
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_36.lsm" 1 "cas" 256 129 9 20.8690263568 10.4897769824 2.16705423644 0.251474934291 0.130271652632 98.0637254902 185.0 92.138671875 104.583333333 29.0 175.0 111.064453125 35.4878445389 -0.731748489409 -0.315548714484
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_36.lsm" 1 "cas" 297 115 11 24.2682120604 9.39371563994 2.66235404308 1.45744699939 0.788423331249 85.7946428571 143.0 76.962890625 184.241071429 139.0 224.0 182.783203125 16.2193553241 0.036992367593 0.0876438125282
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_36.lsm" 1 "cas" 216 98 19 17.6257888951 8.0335173297 4.6153006993 0.10747508624 0.0344690684519 85.8 144.0 79.853515625 104.23 13.0 189.0 102.099609375 43.18900323 -0.8906510424 -0.00886422077503
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_36.lsm" 1 "cas" 306 170 24 24.9654804235 13.876375996 5.85535857461 0.624641306522 0.391711566722 91.6326530612 155.0 84.912109375 140.931972789 56.0 223.0 143.935546875 29.9045650668 -0.197656439191 -0.116852623577
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_36.lsm" 2 "wap" 167 330 16 13.6661604723 26.9682873475 3.81449077846 0.375439330963 0.243108332152 160.726190476 202.0 160.138671875 123.071428571 51.0 179.0 127.998046875 33.4915150968 -0.962235233861 -0.368151644812
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_36.lsm" 2 "wap" 214 364 16 17.4920059778 29.6897252 3.77363419166 1.1492498872 0.79606742373 179.380952381 221.0 177.404296875 159.587301587 129.0 208.0 156.884765625 17.907139431 -0.384112407699 0.483071309868
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_36.lsm" 2 "wap" 261 371 18 21.3339701487 30.2967166422 4.33651024112 1.85863048767 0.99170391388 144.6375 196.0 142.009765625 164.0625 115.0 219.0 161.865234375 19.634214357 -0.178242798671 0.165705915934
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_36.lsm" 2 "wap" 212 361 22 17.33899841 29.4387626559 5.26819879043 0.971800783074 0.643370635535 156.287671233 199.0 150.642578125 140.109589041 86.0 177.0 139.951171875 20.4053108854 -0.248182602338 -0.294649333472
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_36.lsm" 2 "cas" 201 292 17 16.3764697495 23.8535193434 4.01101732563 0.0051511341256 -0.0113337623875 88.6220472441 137.0 84.189453125 73.5669291339 17.0 130.0 70.224609375 25.2418745534 -0.453280764103 0.118891564555
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_36.lsm" 2 "cas" 335 337 21 27.362779508 27.4754642391 5.1043003413 0.175239794684 0.0667493964506 92.9024390244 165.0 86.357421875 105.036585366 28.0 169.0 109.072265625 34.2801325501 -0.812712454359 -0.350397628303
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_36.lsm" 2 "cas" 355 378 21 28.9443094731 30.8295120998 5.09349021754 0.0605639294265 0.0167729018889 96.8079470199 163.0 90.693359375 85.3774834437 18.0 167.0 84.169921875 39.1889000818 -1.06519660125 0.167638088237
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_36.lsm" 2 "cas" 274 396 24 22.3632767435 32.3174417956 5.87554478581 0.604455114577 0.45539622851 88.8846153846 137.0 84.912109375 105.476923077 51.0 161.0 104.091796875 26.4739788538 -0.990831703839 0.126662479269
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_37.lsm" 1 "wap" 117 329 23 11.4803335609 32.4295377495 5.56739267962 1.72053712555 0.838269085379 102.930232558 136.0 101.07421875 174.0 150.0 211.0 172.822265625 13.3808676493 0.154234428132 0.632673652901
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_37.lsm" 1 "wap" 70 229 26 6.87690030589 22.5875240051 6.16350813743 1.29533495319 0.685652456741 110.6 134.0 108.10546875 168.5 135.0 203.0 168.837890625 17.6983267353 -0.575810651549 -0.079780318475
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_37.lsm" 1 "wap" 77 239 25 7.60435218483 23.5570771357 6.07355901189 1.6064408866 0.808161060361 76.701754386 104.0 74.12109375 148.052631579 92.0 206.0 143.935546875 25.6441451495 -0.773200425705 0.0266424338146
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_37.lsm" 1 "wap" 60 309 26 5.89482240646 30.3880791317 6.31091872792 1.2271477297 0.658515086459 113.2 137.0 112.20703125 169.025 140.0 206.0 169.833984375 14.6541103011 -0.480001042746 0.0928294457739
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_37.lsm" 1 "cas" 104 231 16 10.2703422718 22.7228290811 3.76122633003 0.215827928893 0.11722868764 93.1932773109 151.0 86.1328125 104.638655462 33.0 180.0 109.072265625 36.1940933219 -1.06154652165 -0.122216773812
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_37.lsm" 1 "cas" 96 322 21 9.45523240088 31.7346864859 4.96993721973 1.92503615537 0.892604179256 82.5925925926 130.0 76.1796875 199.425925926 152.0 242.0 196.728515625 19.9826357185 -0.635070916334 0.117753096127
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_37.lsm" 1 "cas" 57 272 28 5.64951091949 26.7760390738 6.74356169082 0.936438322987 0.539624422451 94.8211382114 175.0 86.1328125 151.601626016 86.0 205.0 154.892578125 22.9817246843 -0.0720064208768 -0.421795640067
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_37.lsm" 1 "cas" 54 247 30 5.33387403159 24.2925184414 7.14325130232 0.536748662636 0.324511997581 101.835365854 184.0 93.7890625 117.146341463 35.0 178.0 122.021484375 29.1596502252 -0.379583566466 -0.511241939543
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_37.lsm" 2 "wap" 428 315 20 42.146258363 31.012546683 4.78754071661 1.86481192472 0.887779162345 90.962962963 137.0 88.76953125 151.62962963 123.0 177.0 149.912109375 12.189225518 -0.689034690623 0.0427244585164
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_37.lsm" 2 "wap" 381 366 25 37.5595319641 36.0739289003 6.09696261682 1.58303730399 0.828567076149 55.2258064516 90.0 51.85546875 157.322580645 124.0 205.0 153.896484375 15.4400392052 0.380626190363 0.431425139991
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_37.lsm" 2 "wap" 387 335 26 38.1331820824 32.9690342129 6.17816932714 1.50183067112 0.80260313752 98.98 129.0 94.04296875 166.8 129.0 208.0 163.857421875 18.007934759 -0.446657300704 0.119089353258
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_37.lsm" 2 "wap" 465 303 27 45.7670021693 29.813452675 6.46891930541 0.913963071341 0.526557015217 119.390243902 150.0 116.89453125 161.536585366 132.0 201.0 158.876953125 16.1587399895 -0.568200351659 0.429733330688
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_37.lsm" 2 "cas" 411 342 15 40.4581740438 33.6492873232 3.61548387097 1.34959525534 0.727672504212 85.9545454545 141.0 79.2421875 199.0 150.0 236.0 198.720703125 20.9822037347 -0.821416488628 -0.272329422355
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_37.lsm" 2 "cas" 352 360 30 34.628511454 35.4700060185 7.20533890138 0.474661112176 0.302464014851 96.5271317829 177.0 89.1953125 132.007751938 50.0 217.0 135.966796875 37.0366153548 -0.419174246169 -0.353490714273
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_37.lsm" 2 "cas" 332 363 30 32.6709000459 35.7774659524 7.15901106664 0.517779723001 0.325391059636 100.322834646 186.0 89.9609375 118.661417323 49.0 180.0 124.013671875 31.6652181304 -0.640046575799 -0.449836319724
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_37.lsm" 2 "cas" 415 376 30 40.8506025364 37.062217958 7.18817205851 0.491827949288 0.313403942812 102.807407407 196.0 93.7890625 119.474074074 47.0 184.0 123.017578125 33.1815066344 -0.850093865176 -0.266612710462
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 1 "wap" 232 97 13 16.2936223517 6.85254637081 3.01818274112 1.21149706055 0.678790540016 49.25 72.0 45.990234375 94.575 69.0 137.0 93.8671875 11.7165420876 0.257662659181 0.300201554966
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 1 "wap" 246 56 18 17.2877015181 3.92557156521 4.37275742383 0.933174128377 0.540100820038 76.2647058824 100.0 74.041015625 90.3725490196 68.0 117.0 91.0546875 10.3750668075 -0.462679893093 0.0357276713764
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 1 "wap" 248 178 18 17.4167773064 12.4980910101 4.29021219805 2.13870522009 0.948390076851 65.1565217391 90.0 64.255859375 93.8260869565 68.0 123.0 93.8671875 10.2300390745 -0.174020466596 0.172621593372
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 1 "wap" 198 165 21 13.9221619234 11.6324805853 5.09217935349 1.38795239309 0.743744294985 111.188405797 135.0 111.224609375 80.3188405797 50.0 105.0 79.8046875 9.58014606548 0.885170305822 -0.380522948795
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 1 "cas" 265 71 10 18.6514424774 4.96609844935 2.41295444294 0.056340027244 0.0177093768552 77.3372093023 104.0 77.14453125 40.976744186 12.0 77.0 39.7265625 15.0301475428 -0.793145086846 0.165181781341
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 1 "cas" 264 125 24 18.5598074373 8.79348889954 5.7957718894 0.924227706024 0.557910696415 82.1775147929 130.0 79.18359375 81.6804733728 40.0 123.0 83.3203125 14.8485901131 0.19116727058 -0.238126744264
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 1 "cas" 218 124 25 15.3470069979 8.70559182153 5.89739490007 0.822604792271 0.503779778474 80.6111111111 122.0 77.82421875 73.1913580247 40.0 115.0 74.8828125 15.3110742006 -0.593174674658 -0.0617797382059
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 1 "cas" 195 70 26 13.703249543 4.89303042061 6.12300635314 0.314771806048 0.191910000503 95.5229007634 165.0 90.05859375 59.2022900763 18.0 97.0 60.1171875 15.6958982154 -0.28286831794 -0.295968727067
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 3 "wap" 135 357 11 9.509480185 25.104441473 2.75978054133 0.789972699821 0.506882000494 151.888888889 167.0 152.974609375 72.1944444444 53.0 94.0 69.2578125 11.378725624 -0.877120369777 0.431982310633
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 3 "wap" 130 336 15 9.16208496751 23.635788896 3.6357531227 1.12560615716 0.699052703282 86.4126984127 104.0 83.826171875 80.0158730159 58.0 101.0 79.8046875 9.78394350123 -0.586142325559 0.0338685055033
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 3 "wap" 148 396 17 10.424762485 27.8186054182 4.04936358605 1.9986498427 0.977295949808 11.5095541401 29.0 10.111328125 81.8195329087 51.0 110.0 81.9140625 11.2160276938 -0.289659141501 -0.0093407182686
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 3 "wap" 167 408 16 11.7539249201 28.6872156097 3.88168809998 1.96168803802 0.961130049107 112.673469388 138.0 109.267578125 77.9387755102 42.0 99.0 79.1015625 10.5008098165 1.19750278644 -0.701711650068
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 3 "cas" 171 435 8 12.0402535957 30.585651765 2.001 0.0211662843078 0.00313940279173 69.1891891892 85.0 66.94921875 38.0810810811 22.0 66.0 38.3203125 9.40856104944 0.507983848717 0.627986839384
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 3 "cas" 107 427 12 7.53021492265 30.0272137213 2.9111995452 0.257758642176 0.126582565719 71.3108108108 94.0 71.02734375 54.7972972973 19.0 87.0 57.3046875 14.2598005036 -0.435369804883 -0.161790587464
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 3 "cas" 131 371 13 9.24261092888 26.0898168818 3.08308064516 1.14723240865 0.699847840063 67.9452054795 84.0 66.26953125 72.3835616438 55.0 103.0 74.1796875 9.86806034215 0.0947215786209 0.395021105091
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 3 "cas" 203 450 21 14.2574569168 31.6490203713 5.03186461167 1.37549813004 0.799838575006 94.995215311 174.0 87.33984375 80.1052631579 55.0 105.0 79.1015625 9.33193550358 -0.189745863468 0.230085443114
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_38.lsm" 3 "cas" 129 276 24 9.05539294783 19.3893942915 5.87334834575 -0.151572780148 -0.227490398228 97.4345991561 171.0 92.77734375 22.4219409283 0.0 67.0 20.0390625 16.5728752642 -0.741195158385 0.488439566496
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_39.lsm" 1 "wap" 334 200 13 15.9206725464 9.5305372887 3.08381340013 1.20568685955 0.732004253354 57.0357142857 118.0 50.93359375 109.385416667 70.0 170.0 109.412109375 15.0319667861 0.270357465073 0.252654986291
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_39.lsm" 1 "wap" 300 230 19 14.2974548121 10.9443398116 4.64597683033 1.59402290919 0.877331605228 49.1187096774 93.0 44.94140625 112.371612903 72.0 153.0 111.908203125 12.8346156353 -0.181220293455 0.100771417827
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_39.lsm" 1 "wap" 361 181 22 17.1960582609 8.59435243986 5.35875303517 0.881246601246 0.563469591247 44.3812282735 96.0 38.94921875 103.464658169 43.0 156.0 105.251953125 19.064509856 0.127568645926 -0.324526767252
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_39.lsm" 1 "wap" 237 325 23 11.2775617698 15.4671901875 5.55982911997 0.680170629074 0.446810509514 43.207383279 108.0 37.10546875 86.3897937025 23.0 149.0 87.779296875 21.3035275723 -0.0731765298665 -0.219880938316
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_39.lsm" 1 "cas" 117 193 21 5.55324379404 9.19087976323 4.98670505438 -0.00210891107947 -0.0120203443535 75.6290322581 109.0 73.72265625 50.6451612903 1.0 104.0 51.169921875 24.0568468284 -0.833555263177 -0.0676922290329
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_39.lsm" 1 "cas" 294 363 22 13.9856731282 17.25857395 5.23510420112 0.0184496743166 0.000806778873389 75.8912133891 104.0 73.72265625 51.9539748954 2.0 111.0 52.001953125 25.5073307739 -1.0617867134 0.0590075886468
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_39.lsm" 1 "cas" 317 218 23 15.0774484811 10.3906742941 5.57667845208 0.663321279559 0.435654504925 80.65234375 124.0 76.88671875 80.78515625 32.0 143.0 81.955078125 20.2590269005 -0.448138909445 -0.176943960918
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_39.lsm" 1 "cas" 383 292 24 18.2468853929 13.8915387969 5.84365218414 0.413927619482 0.287370385243 93.456043956 162.0 87.01171875 85.7637362637 33.0 148.0 86.947265625 22.6048631569 -0.412265556628 -0.203322392718
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 1 "wap" 370 200 14 30.2178335838 16.3530910615 3.24468505986 1.0430581407 0.603157996586 142.296296296 158.0 140.68359375 164.703703704 134.0 196.0 166.845703125 16.9179349868 -0.864633785643 -0.107836944868
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 1 "wap" 404 183 18 32.9870409181 14.927727232 4.22421501706 2.33234028822 0.985345259482 133.942857143 149.0 133.30078125 161.457142857 122.0 194.0 161.865234375 17.515275446 -0.588976551549 -0.219271217179
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 1 "wap" 295 168 22 24.0931416302 13.6838332278 5.18489410564 0.612755910324 0.373766405336 11.3265895954 24.0 10.25390625 144.213872832 78.0 200.0 145.927734375 24.2955338778 0.0370208130347 -0.508560444791
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 1 "wap" 395 127 19 32.2102800224 10.3409848079 4.52550038991 2.1121296422 0.946597187543 109.914285714 131.0 107.05078125 179.714285714 141.0 204.0 178.798828125 14.0075009917 0.133997366482 -0.464528460514
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 1 "cas" 307 177 16 25.0439714052 14.4655576129 3.9582663714 0.484660077378 0.293633568857 87.8055555556 141.0 82.33984375 138.203703704 71.0 200.0 137.958984375 28.1901949081 -0.527781113945 -0.062034824282
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 1 "cas" 405 111 23 33.090166175 9.04633662384 5.42516669031 1.0548332574 0.623071639821 102.655339806 189.0 94.04296875 153.563106796 107.0 220.0 153.896484375 21.2869683726 -0.255336575919 0.105986151951
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 1 "cas" 433 164 25 35.359566511 13.3626493669 5.96692786379 0.753071894859 0.466003099245 106.28042328 197.0 99.05859375 149.973544974 91.0 207.0 151.904296875 26.4030611262 -0.648463640772 -0.150898964469
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 1 "cas" 419 217 25 34.2262496126 17.6713874966 6.08860497308 0.58611418208 0.356335726735 99.0101522843 178.0 90.69921875 133.258883249 45.0 189.0 138.955078125 31.3798158313 -0.0478792027031 -0.692377997775
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 2 "wap" 157 361 15 12.8460910414 29.4963420427 3.57322170343 0.213221711902 0.150951193719 14.0839002268 63.0 8.61328125 88.0476190476 9.0 161.0 91.142578125 29.9762026827 -0.51796893845 -0.289382552161
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 2 "wap" 188 308 17 15.3527928039 25.1140080554 4.0712667728 0.731505461215 0.576923354178 129.323529412 155.0 125.91796875 137.088235294 110.0 165.0 134.970703125 14.2432709196 -0.933436023089 0.158979335341
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 2 "wap" 158 304 22 12.8638318221 24.8037757909 5.25829486576 1.22170496593 0.857390664655 111.736842105 135.0 111.97265625 144.368421053 118.0 180.0 142.939453125 14.5238313995 -0.44951638705 0.30114866648
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 2 "wap" 135 343 22 11.0052062747 28.031636972 5.3936488692 1.08829480249 0.797486973125 204.238095238 210.0 203.84765625 142.285714286 114.0 169.0 139.951171875 13.2217353518 -0.432656803681 0.230842261829
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 2 "cas" 164 311 24 13.4013776342 25.3540879542 5.72284292379 0.757156904786 0.582634302918 102.88 189.0 95.71484375 124.068 46.0 195.0 127.001953125 25.9345673404 0.0333042836951 -0.39049302234
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 2 "cas" 158 275 24 12.863660915 22.467272001 5.65656983685 1.06342983132 0.761661938804 71.8 91.0 68.96484375 126.0 85.0 162.0 120.029296875 17.5264505987 -0.623372616395 0.0511065216587
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 2 "cas" 96 264 26 7.85990430873 21.5788796559 6.18932984691 0.495979982958 0.357852860727 108.269406393 214.0 98.22265625 109.643835616 45.0 168.0 113.056640625 25.5102263339 -0.215366955965 -0.38636963635
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 2 "cas" 151 327 25 12.336294049 26.7174818207 6.08830473792 0.391695365368 0.322645443271 104.147540984 195.0 95.71484375 106.147540984 25.0 180.0 111.064453125 28.1837510117 -0.244460149543 -0.310236820214
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_40.lsm" 2 "cas" 224 359 26 18.2760313686 29.2585789088 6.17149026249 0.548509691248 0.4411968221 111.590551181 209.0 102.40234375 113.188976378 35.0 173.0 119.033203125 31.6107082181 -0.857428503556 -0.369989037037
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 1 "wap" 114 99 15 14.13750364 12.2445737347 3.65267561661 0.767479047169 0.505950945642 41.5974025974 70.0 38.822265625 137.233766234 80.0 178.0 140.947265625 20.6097167323 0.135217639906 -0.483556330756
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 1 "wap" 145 142 24 17.9801606033 17.5847260361 5.76327848494 0.939750786013 0.58831818713 80.525 114.0 76.248046875 140.775 98.0 167.0 139.951171875 15.8332456138 0.122270085099 -0.348446865262
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 1 "wap" 107 162 23 13.2487120698 20.0089742719 5.55727245419 0.642728054739 0.422454408528 97.9117647059 118.0 94.123046875 143.205882353 117.0 180.0 141.943359375 16.3350884866 -0.849998674933 0.339747191069
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 1 "wap" 66 141 25 8.21010101496 17.4549165423 6.07270018622 0.667080433937 0.466335918667 103.935483871 131.0 100.826171875 131.0 80.0 165.0 133.974609375 21.1864736723 -0.405487986913 -0.585210071611
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 1 "cas" 117 130 11 14.5454683287 16.0655569242 2.57555555556 0.175555562532 0.100949935477 76.5 106.0 69.1796875 96.5416666667 58.0 130.0 99.111328125 20.0390470282 -0.975036133888 -0.155334495691
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 1 "cas" 131 144 13 16.2311549288 17.7785972532 3.21324030142 0.0932403051284 0.0536160896918 85.3095238095 144.0 76.9140625 73.5 33.0 115.0 73.212890625 24.413360996 -1.28773008061 -0.0411026986063
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 1 "cas" 89 102 23 10.9997952566 12.6647068874 5.51319758918 1.24103136743 0.782292119525 93.0151515152 163.0 83.7890625 162.121212121 124.0 206.0 162.861328125 17.1459931642 -0.127685714257 -0.0403050855302
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 1 "cas" 85 138 25 10.5434313138 17.0571571683 5.88991735537 0.830082329837 0.550613711442 96.8 172.0 90.6640625 140.0 94.0 199.0 136.962890625 19.7662263395 0.128151263039 0.265977269988
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 2 "wap" 146 300 17 18.1085420882 37.135349292 4.18289987536 0.604883172523 0.451597438829 70.7941176471 93.0 66.193359375 142.058823529 96.0 196.0 145.927734375 25.3053368146 -0.748307161266 0.00496382225896
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 2 "wap" 147 359 18 18.2364666615 44.4753320061 4.33084518828 1.07600280821 0.729887069843 74.6875 98.0 71.779296875 167.90625 140.0 201.0 166.845703125 15.7077325831 -0.911686847272 -0.153070683746
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 2 "wap" 134 358 19 16.6374280179 44.3584155548 4.48709863805 0.972394172996 0.676220519082 115.380952381 143.0 109.763671875 146.095238095 107.0 171.0 150.908203125 18.2452864102 -0.730966552243 -0.437565037123
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 2 "wap" 178 370 22 22.0203392867 45.7654887933 5.35199065056 0.697813608976 0.479784793335 75.5 98.0 72.896484375 181.264705882 148.0 212.0 180.791015625 15.4494460498 -0.663347785452 0.0735973343545
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 2 "cas" 175 326 14 21.6219795592 40.3682209048 3.42815861294 0.697292759922 0.485379992735 94.3787878788 162.0 87.2265625 138.424242424 61.0 191.0 143.935546875 29.7021421688 0.0515582575787 -0.707536269422
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 2 "cas" 192 297 17 23.7220339874 36.7378593031 4.05656903766 0.216569046263 0.1376330531 81.9428571429 127.0 76.0546875 93.0857142857 34.0 161.0 93.134765625 35.8299672707 -1.23307030115 0.0591075096195
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 2 "cas" 101 308 24 12.5513055912 38.0962925557 5.68591533049 -0.033041484284 -0.0587128296542 97.404494382 164.0 95.8203125 54.4382022472 0.0 145.0 48.310546875 40.5994724149 -1.04156308247 0.389584294556
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 2 "cas" 110 302 26 13.6021809628 37.4378659573 6.24278540341 0.189557715993 0.0871507042096 110.62962963 201.0 100.1171875 102.271604938 25.0 177.0 108.076171875 35.239896547 -0.6815923965 -0.385786735468
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 3 "wap" 435 378 17 53.8268091664 46.7837139767 3.98020661157 1.10020641687 0.764520468421 84.1739130435 112.0 81.275390625 142.543478261 111.0 175.0 143.935546875 17.6215859064 -1.02542949117 -0.119191340367
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 3 "wap" 437 340 20 54.1273179929 42.102410425 4.91718550107 1.56802692339 0.950651763928 73.568627451 99.0 71.220703125 142.254901961 119.0 178.0 139.951171875 15.7109428581 -0.721048444634 0.427603682774
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 3 "wap" 396 374 20 48.9983839752 46.2657390951 4.87042519685 1.05165339136 0.746870271287 71.8867924528 101.0 68.986328125 147.490566038 104.0 185.0 146.923828125 18.3278084651 -0.471603569791 0.157218400231
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 3 "wap" 392 388 21 48.5792052866 48.1163671954 4.96836864407 0.895508709645 0.625230630155 85.8181818182 115.0 82.951171875 134.181818182 96.0 177.0 133.974609375 16.4164873552 -0.232273576684 0.044900725921
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070411_41.lsm" 3 "cas" 465 331 14 57.5961489556 41.006326563 3.43632680621 0.0845563864237 0.0544622854735 74.05 96.0 71.7578125 79.9 45.0 123.0 76.201171875 21.7543704018 -1.13854677235 0.029292746981
