"integrated_intensity"	"physical_size"	"local_intensity"	"volume_levelling"	"size"	"leaf"	"intensity"	"spot"	"branch"	"spot_base"	"x"	"y"	"z"	"node"	"parent"	"node_children"	"parent_children"	
795	0.00994446	12	794.602	18	0	40	0	0	0	265	225	9	183714696	183740192	2	2	
41	0.00055247	1	40.9773	1	1	41	0	0	0	260	220	9	183703648	183714696	0	2	
634	0.00773458	10	633.683	14	0	41	0	0	0	263	221	9	183703984	183714696	1	2	
552	0.00662964	9	551.715	12	0	43	0	0	0	262	221	9	183683304	183703984	2	1	
45	0.00055247	2	44.9751	1	1	45	0	0	0	261	221	9	183662504	183683304	0	2	
421	0.00497223	7	420.781	9	0	44	0	0	0	264	223	9	183671536	183683304	1	2	
377	0.00441976	6	376.801	8	0	45	0	0	0	264	225	9	183662840	183671536	1	1	
242	0.00276235	5	241.87	5	0	47	0	0	0	262	222	9	183644288	183662840	1	1	
195	0.00220988	3	194.894	4	0	48	0	0	0	263	223	9	183636672	183644288	2	1	
50	0.00055247	2	49.9724	1	1	50	0	0	0	262	223	9	183623048	183636672	0	2	
49	0.00055247	1	48.9729	1	1	49	0	0	0	263	224	9	183629432	183636672	0	2	
756	0.0193365	7	755.633	35	0	19	0	0	0	253	212	10	184415528	184519304	1	2	
661	0.0165741	6	660.669	30	0	20	0	0	0	251	214	11	184324888	184415528	1	1	
481	0.0116019	5	480.756	21	0	21	0	0	0	252	211	10	184251616	184324888	1	1	
376	0.00883952	4	375.806	16	0	22	0	0	0	252	209	11	184184832	184251616	1	1	
310	0.00718211	3	309.835	13	0	23	0	0	0	251	213	11	184128888	184184832	1	1	
172	0.00386729	2	171.907	7	0	24	0	0	0	252	210	11	184078848	184128888	1	1	
100	0.00220988	1	99.9448	4	1	25	0	0	0	252	212	11	184032360	184078848	0	1	
98	0.00386729	1	97.9459	7	1	14	0	0	0	279	234	8	185075464	185324360	0	2	
1758	0.0845279	5	1757.15	153	0	10	0	0	0	259	239	15	186263176	186674832	1	3	
1288	0.0585618	4	1287.36	106	0	11	0	0	0	260	239	15	185901232	186263176	1	1	
870	0.037568	3	869.549	68	0	12	0	0	0	262	238	14	185591032	185901232	2	1	
135	0.0055247	2	134.928	10	0	13	0	0	0	266	238	11	185299016	185591032	1	2	
70	0.00276235	1	69.9613	5	1	14	0	0	0	266	237	11	185090768	185299016	0	1	
399	0.0165741	2	398.785	30	0	13	0	0	0	261	238	14	185338432	185591032	1	2	
126	0.00497223	1	125.93	9	1	14	0	0	0	260	238	14	185102936	185338432	0	1	
70	0.00386729	1	69.9613	7	1	10	0	0	0	282	239	10	186158624	186674832	0	3	
2881	0.137565	14	2879.9	249	0	8	0	0	0	289	230	9	187025880	187774544	1	2	
2529	0.113256	13	2527.98	205	0	9	0	0	0	288	230	9	186546504	187025880	1	1	
2178	0.09171	12	2177.08	166	0	10	0	0	0	290	229	8	186139512	186546504	1	1	
1888	0.0756884	11	1887.17	137	0	11	0	0	0	290	227	8	185802464	186139512	1	1	
1646	0.0635341	10	1645.24	115	0	12	0	0	0	289	226	8	185519176	185802464	1	1	
1346	0.0497223	9	1345.35	90	0	13	0	0	0	289	229	8	185278560	185519176	1	1	
1021	0.0359106	8	1020.5	65	0	14	0	0	0	287	230	8	185075352	185278560	2	1	
515	0.0165741	7	514.751	30	0	15	0	0	0	288	229	8	184900136	185075352	1	2	
410	0.0127068	6	409.797	23	0	16	0	0	0	288	226	7	184743504	184900136	1	1	
298	0.00883952	5	297.85	16	0	17	0	0	0	285	230	7	152085880	184743504	1	1	
213	0.00607717	4	212.891	11	0	18	0	0	0	288	227	7	150707016	152085880	1	1	
159	0.00441976	3	158.916	8	0	19	0	0	0	286	228	7	149905992	150707016	1	1	
121	0.00331482	2	120.934	6	0	20	0	0	0	288	229	7	151047640	149905992	1	1	
21	0.00055247	1	20.9884	1	1	21	0	0	0	287	229	7	153295888	151047640	0	1	
170	0.00607717	2	169.909	11	0	15	0	0	0	291	222	8	142393776	185075352	1	2	
80	0.00276235	1	79.9558	5	1	16	0	0	0	291	222	7	154400224	142393776	0	1	
42	0.00331482	1	41.9768	6	1	7	0	0	0	289	242	8	152916600	188545568	0	2	
49410	1.63089	76	49400.2	2952	0	6	0	1	0	313	222	15	188486816	190051784	1	24	
46866	1.39664	75	46856.2	2528	0	7	0	1	0	314	221	14	187731544	188486816	3	1	
205	0.0132593	3	204.894	24	0	8	0	0	0	333	222	7	153255720	187731544	1	3	
109	0.00662964	2	108.94	12	0	9	0	0	0	336	222	7	154299104	153255720	1	1	
10	0.00055247	1	9.99448	1	1	10	0	0	0	335	221	7	154957128	154299104	0	1	
4844	0.249716	14	4842	452	0	8	0	0	0	280	215	9	187022072	187731544	2	3	
3477	0.165741	13	3475.51	300	0	9	0	0	0	280	214	9	186544040	187022072	1	2	
2820	0.125411	12	2818.75	227	0	10	0	0	0	281	213	8	147805560	186544040	1	1	
2210	0.09171	11	2208.99	166	0	11	0	0	0	280	214	8	149854384	147805560	4	1	
60	0.00276235	1	59.9669	5	1	12	0	0	0	280	213	8	146671448	149854384	0	4	
36	0.00165741	1	35.9801	3	1	12	0	0	0	283	209	7	157241096	149854384	0	4	
12	0.00055247	1	11.9934	1	1	12	0	0	0	285	207	7	157240984	149854384	0	4	
1431	0.0530371	10	1430.36	96	0	12	0	0	0	286	206	7	157532000	149854384	1	4	
1203	0.0425402	9	1202.45	77	0	13	0	0	0	292	199	7	156059976	157532000	1	1	
969	0.0325957	8	968.544	59	0	14	0	0	0	289	204	7	156518208	156059976	1	1	
801	0.0259661	7	800.611	47	0	15	0	0	0	287	203	7	157372656	156518208	1	1	
636	0.0198889	6	635.682	36	0	16	0	0	0	289	203	7	157310776	157372656	1	1	
476	0.0143642	5	475.756	26	0	17	0	0	0	290	202	7	161663184	157310776	1	1	
272	0.00773458	4	271.861	14	0	18	0	0	0	294	198	6	162549344	161663184	1	1	
236	0.00662964	3	235.874	12	0	19	0	0	0	292	200	6	163841264	162549344	1	1	
103	0.00276235	2	102.945	5	0	20	0	0	0	291	198	6	161438312	163841264	1	1	
63	0.00165741	1	62.9652	3	1	21	0	0	0	291	199	6	165737984	161438312	0	1	
479	0.0226513	8	478.796	41	0	9	0	0	0	300	199	6	160690944	187022072	1	2	
425	0.0193365	7	424.807	35	0	10	0	0	0	302	205	6	161709584	160690944	1	1	
315	0.0132593	6	314.854	24	0	11	0	0	0	300	200	6	161753600	161709584	1	1	
282	0.0116019	5	281.861	21	0	12	0	0	0	302	200	6	161484936	161753600	1	1	
198	0.00773458	4	197.899	14	0	13	0	0	0	301	204	6	160691576	161484936	1	1	
133	0.00497223	3	132.93	9	0	14	0	0	0	300	201	6	161669360	160691576	1	1	
91	0.00331482	2	90.9503	6	0	15	0	0	0	301	203	6	162768488	161669360	1	1	
16	0.00055247	1	15.9912	1	1	16	0	0	0	301	202	6	162510864	162768488	0	1	
39395	0.942514	74	39387.5	1706	0	8	0	1	0	312	220	13	187113784	187731544	1	3	
38019	0.847489	73	38011.4	1534	0	9	0	1	0	314	220	13	186618768	187113784	1	1	
36705	0.766828	72	36697.3	1388	0	10	0	1	0	315	219	13	186210656	186618768	1	1	
35415	0.69556	71	35407.3	1259	0	11	0	1	0	314	219	12	185826504	186210656	1	1	
34381	0.643628	70	34373.3	1165	0	12	0	1	0	315	222	11	185540080	185826504	1	1	
33385	0.597773	69	33377.2	1082	0	13	0	1	0	316	221	11	185296776	185540080	1	1	
32501	0.560205	68	32493.2	1014	0	14	0	1	0	315	221	11	185090096	185296776	1	1	
31703	0.528714	67	31695.1	957	0	15	0	1	0	315	220	11	184914320	185090096	1	1	
30728	0.492803	66	30720.1	892	0	16	1	1	1	315	229	10	184751568	184914320	1	1	
29816	0.461313	65	29808.2	835	0	17	1	1	0	316	227	10	184624184	184751568	2	1	
28364	0.416562	64	28356.5	754	0	18	1	1	0	315	219	10	184509712	184624184	1	2	
27644	0.394464	63	27636.5	714	0	19	1	1	0	314	228	10	184413176	184509712	1	1	
27036	0.376785	62	27028.5	682	0	20	1	1	0	315	226	10	184321344	184413176	1	1	
26256	0.355238	61	26248.5	643	0	21	1	1	0	310	225	10	184249600	184321344	1	1	
25563	0.337007	60	25555.6	610	0	22	1	1	0	313	226	10	184182816	184249600	1	1	
24771	0.317118	59	24763.7	574	0	23	1	1	0	313	224	10	184126312	184182816	1	1	
24219	0.303859	58	24211.7	550	0	24	1	1	0	314	223	10	184077504	184126312	1	1	
23643	0.290599	57	23635.7	526	0	25	1	1	0	319	223	8	184030008	184077504	1	1	
23168	0.280102	56	23160.7	507	0	26	1	1	0	315	231	8	183991336	184030008	1	1	
22726	0.27071	55	22718.7	490	0	27	1	1	0	318	228	8	183957944	183991336	1	1	
22213	0.260213	54	22205.7	471	0	28	1	1	0	307	226	6	183927000	183957944	1	1	
21765	0.251374	53	21757.7	455	0	29	1	1	0	314	230	9	183899616	183927000	1	1	
21156	0.239772	52	21148.8	434	0	30	1	1	0	307	226	9	183874944	183899616	1	1	
20766	0.23259	51	20758.8	421	0	31	1	1	0	309	220	8	183852248	183874944	1	1	
20332	0.224855	50	20324.8	407	0	32	1	1	0	318	227	8	183832240	183852248	1	1	
19852	0.216568	49	19844.9	392	0	33	1	1	0	313	231	8	183815144	183832240	1	1	
19357	0.208281	48	19349.9	377	0	34	1	1	0	315	221	6	142467448	183815144	1	1	
19085	0.203861	47	19077.9	369	0	35	1	1	0	312	219	8	183781512	142467448	1	1	
18595	0.196127	46	18587.9	355	0	36	1	1	0	313	219	8	183767328	183781512	1	1	
17911	0.18563	45	17904.1	336	0	37	1	1	0	313	229	9	183752136	183767328	1	1	
17393	0.177895	44	17386.2	322	0	38	1	1	0	308	226	9	183739296	183752136	1	1	
16823	0.169608	43	16816.4	307	0	39	1	1	0	314	221	6	183726904	183739296	1	1	
16394	0.163531	42	16387.5	296	0	40	1	1	0	316	223	6	183714808	183726904	1	1	
16114	0.159664	41	16107.5	289	0	41	1	1	0	314	220	9	183704096	183714808	1	1	
15745	0.154692	40	15738.5	280	0	42	1	1	0	309	227	6	183694504	183704096	1	1	
15199	0.14751	39	15192.7	267	0	43	1	1	0	313	230	8	183683416	183694504	1	1	
14683	0.14088	38	14676.8	255	0	44	1	1	0	309	224	6	183671872	183683416	1	1	
14331	0.13646	37	14324.9	247	0	45	1	1	0	310	221	8	183662952	183671872	1	1	
13746	0.129278	36	13740.1	234	0	46	1	1	0	309	226	9	183654216	183662952	1	1	
13056	0.120991	35	13050.3	219	0	47	1	1	0	317	226	8	183644624	183654216	1	1	
12210	0.111046	34	12204.7	201	0	48	1	1	0	311	228	6	183636784	183644624	1	1	
12018	0.108837	33	12012.7	197	0	49	1	1	0	313	222	6	142480032	183636784	1	1	
11724	0.105522	32	11718.7	191	0	50	1	1	0	317	225	8	183623160	142480032	1	1	
11324	0.101102	31	11318.8	183	0	51	1	1	0	311	221	8	183617672	183623160	1	1	
10916	0.0966823	30	10911	175	0	52	1	1	0	313	228	6	183610768	183617672	1	1	
10136	0.0883952	29	10131.3	160	0	53	1	1	0	314	223	6	183604160	183610768	1	1	
9553	0.082318	28	9548.55	149	0	54	1	1	0	308	226	7	183598040	183604160	1	1	
9013	0.0767933	27	9008.78	139	0	55	1	1	0	312	221	8	183593896	183598040	1	1	
8463	0.0712686	26	8459.01	129	0	56	1	1	0	313	223	6	183588856	183593896	1	1	
8015	0.0668489	25	8011.19	121	0	57	1	1	0	314	227	6	183583184	183588856	1	1	
7559	0.0624291	24	7555.38	113	0	58	1	1	0	316	226	8	183578256	183583184	1	1	
7095	0.0580094	23	7091.58	105	0	59	1	1	0	313	225	9	183573104	183578256	1	1	
6623	0.0535896	22	6619.78	97	0	60	1	1	0	313	224	9	183569000	183573104	1	1	
6023	0.0480649	21	6020.07	87	0	61	1	1	0	316	225	8	183563512	183569000	1	1	
5474	0.0430927	20	5471.33	78	0	62	1	1	0	313	224	6	143459208	183563512	1	1	
5164	0.0403303	19	5161.46	73	0	63	1	1	0	310	223	7	142472736	143459208	1	1	
4849	0.037568	18	4846.6	68	0	64	1	1	0	309	226	7	142473152	142472736	1	1	
4401	0.0337007	17	4398.81	61	0	65	1	1	0	313	225	6	143465760	142473152	1	1	
4141	0.0314908	16	4138.92	57	0	66	1	1	0	315	224	7	143478224	143465760	1	1	
4009	0.0303859	15	4006.96	55	0	67	1	1	0	311	228	7	183542944	143478224	1	1	
3607	0.027071	14	3605.16	49	0	68	1	1	0	314	223	7	143459832	183542944	1	1	
3335	0.0248612	13	3333.28	45	0	69	1	1	0	311	223	7	183536488	143459832	1	1	
2921	0.0215463	12	2919.49	39	0	70	1	1	0	315	225	8	143475520	183536488	1	1	
2711	0.0198889	11	2709.59	36	0	71	1	1	0	314	227	7	143460232	143475520	1	1	
2569	0.018784	10	2567.65	34	0	72	1	1	0	312	223	8	143467944	143460232	1	1	
2137	0.0154692	9	2135.87	28	0	73	1	1	0	310	225	7	143465024	143467944	1	1	
1918	0.0138118	8	1916.98	25	0	74	1	1	0	314	224	7	143463264	143465024	1	1	
1622	0.0116019	7	1621.13	21	0	75	1	1	0	311	224	7	143469704	143463264	1	1	
1397	0.00994446	6	1396.24	18	0	76	1	1	0	313	226	8	183522528	143469704	1	1	
865	0.00607717	5	864.532	11	0	77	1	1	0	313	224	7	143463536	183522528	1	1	
788	0.0055247	4	787.569	10	0	78	1	1	0	311	226	7	143473448	143463536	1	1	
320	0.00220988	3	319.825	4	0	79	1	1	0	313	226	7	143468840	143473448	1	1	
241	0.00165741	2	240.867	3	0	80	1	1	0	313	225	7	143468344	143468840	1	1	
81	0.00055247	1	80.9552	1	1	81	1	1	0	312	225	7	153094880	143468344	0	1	
585	0.0165741	5	584.702	30	0	18	1	1	0	305	215	7	155381080	184624184	1	2	
405	0.0110494	4	404.79	20	0	19	1	1	0	306	215	7	153909880	155381080	1	1	
253	0.00662964	3	252.867	12	0	20	1	1	0	306	216	6	158444904	153909880	1	1	
173	0.00441976	2	172.907	8	0	21	1	1	0	307	215	6	165738336	158444904	1	1	
110	0.00276235	1	109.939	5	1	22	1	1	0	306	215	6	165741104	165738336	0	1	
55	0.00497223	2	54.9702	9	0	6	0	0	0	321	237	12	188353112	190051784	1	24	
7	0.00055247	1	6.99613	1	1	7	0	0	0	321	236	12	187662640	188353112	0	1	
24	0.00220988	1	23.9867	4	1	6	0	0	0	251	211	15	188484352	190051784	0	24	
24	0.00220988	1	23.9867	4	1	6	0	0	0	239	259	17	188606224	190051784	0	24	
224	0.0198889	2	223.881	36	0	6	0	0	0	284	309	19	188729440	190051784	1	24	
56	0.00441976	1	55.9691	8	1	7	0	0	0	284	309	18	187922248	188729440	0	1	
59900	3.09328	31	59881.4	5599	0	6	0	0	0	288	298	28	189071352	190051784	2	24	
53969	2.54744	30	53951.2	4611	0	7	0	0	0	279	299	28	188255912	189071352	5	2	
13209	0.540316	29	13204.7	978	0	8	0	0	0	292	311	21	187421544	188255912	1	5	
11953	0.453578	28	11948.9	821	0	9	0	0	0	292	310	21	186846336	187421544	1	1	
10639	0.372917	27	10635.3	675	0	10	0	0	0	297	308	20	186401696	186846336	1	1	
9759	0.3243	26	9755.43	587	0	11	0	0	0	297	307	20	186017880	186401696	1	1	
8868	0.27955	25	8864.65	506	0	12	0	0	0	293	309	19	185704504	186017880	1	1	
8160	0.246954	24	8156.79	447	0	13	0	0	0	297	310	19	185423128	185704504	1	1	
7354	0.212701	23	7351.02	385	0	14	0	0	0	298	308	19	185195840	185423128	1	1	
6696	0.186735	22	6693.2	338	0	15	0	0	0	297	309	19	185001592	185195840	1	1	
5961	0.159664	21	5958.45	289	0	16	0	0	0	297	308	19	184835576	185001592	2	1	
5272	0.135908	20	5269.69	246	0	17	0	0	0	296	310	18	184685064	184835576	1	2	
4643	0.115466	19	4640.92	209	0	18	0	0	0	296	312	17	184559672	184685064	1	1	
3995	0.0955773	18	3993.18	173	0	19	0	0	0	295	307	17	184452696	184559672	1	1	
3577	0.083423	17	3575.33	151	0	20	0	0	0	299	311	15	184362744	184452696	2	1	
42	0.00110494	1	41.9768	2	1	21	0	0	0	307	310	14	184266920	184362744	0	2	
2975	0.0668489	16	2973.6	121	0	21	0	0	0	296	311	17	184280880	184362744	1	2	
2471	0.0535896	15	2469.82	97	0	22	0	0	0	295	309	17	184213904	184280880	1	1	
1899	0.0392254	14	1898.1	71	0	23	0	0	0	296	310	17	184151136	184213904	1	1	
1531	0.0303859	13	1530.27	55	0	24	0	0	0	296	309	17	184090584	184151136	1	1	
1267	0.0243087	12	1266.39	44	0	25	0	0	0	302	307	13	184043408	184090584	1	1	
1092	0.0204414	11	1091.47	37	0	26	0	0	0	300	308	14	184002544	184043408	1	1	
910	0.0165741	10	909.552	30	0	27	0	0	0	299	310	14	183966416	184002544	1	1	
748	0.0132593	9	747.629	24	0	28	0	0	0	300	310	14	183936144	183966416	1	1	
580	0.00994446	8	579.712	18	0	29	0	0	0	302	308	13	183905216	183936144	1	1	
464	0.00773458	7	463.76	14	0	31	0	0	0	302	310	13	183856280	183905216	1	1	
340	0.0055247	5	339.823	10	0	32	0	0	0	301	308	13	183836160	183856280	1	1	
276	0.00441976	4	275.854	8	0	33	0	0	0	300	308	13	183818056	183836160	1	1	
210	0.00331482	3	209.887	6	0	34	0	0	0	299	310	13	183798832	183818056	1	1	
142	0.00220988	2	141.923	4	0	35	0	0	0	301	310	13	183784312	183798832	1	1	
72	0.00110494	1	71.9602	2	1	36	0	0	0	300	310	13	183770016	183784312	0	1	
17	0.00055247	1	16.9906	1	1	17	0	0	0	296	307	19	184692808	184835576	0	2	
23436	1.03312	27	23427.7	1870	0	8	0	0	0	325	310	21	187421880	188255912	2	5	
20728	0.846384	26	20720.4	1532	0	9	0	0	0	327	311	21	186881088	187421880	1	2	
18280	0.696112	25	18273	1260	0	10	0	0	0	329	307	21	186430848	186881088	2	1	
14492	0.502195	24	14486.5	909	0	11	0	0	0	328	311	20	186018776	186430848	1	2	
13128	0.433689	23	13122.8	785	0	12	0	0	0	326	310	20	185704952	186018776	1	1	
11784	0.371812	22	11779.2	673	0	13	0	0	0	327	310	20	185437952	185704952	1	1	
10159	0.302754	21	10154.8	548	0	14	0	0	0	328	308	20	185207400	185437952	2	1	
6733	0.180105	20	6730.3	326	0	15	0	0	0	311	306	19	185001144	185207400	1	2	
6208	0.160769	19	6205.43	291	0	16	0	0	0	317	304	19	184835016	185001144	1	1	
5664	0.141985	18	5661.59	257	0	17	0	0	0	309	305	19	184692472	184835016	1	1	
5069	0.122648	17	5066.79	222	0	18	0	0	0	312	305	19	184573520	184692472	1	1	
4583	0.107732	16	4580.95	195	0	19	0	0	0	315	303	19	184465056	184573520	1	1	
4070	0.092815	15	4068.14	168	0	20	0	0	0	313	305	18	184374112	184465056	1	1	
3550	0.0784508	14	3548.35	142	0	21	0	0	0	309	303	19	184289320	184374112	1	1	
3025	0.064639	13	3023.58	117	0	22	0	0	0	312	304	19	184220480	184289320	1	1	
2629	0.0546945	12	2627.74	99	0	23	0	0	0	312	300	19	184159400	184220480	1	1	
2307	0.04696	11	2305.87	85	0	24	0	0	0	313	302	19	184106800	184159400	1	1	
1851	0.036463	10	1850.09	66	0	25	0	0	0	310	302	19	184057352	184106800	1	1	
1451	0.0276235	9	1450.28	50	0	26	0	0	0	312	302	19	184013584	184057352	1	1	
1191	0.0220988	8	1190.4	40	0	27	0	0	0	315	299	17	183975504	184013584	1	1	
1029	0.018784	7	1028.47	34	0	28	0	0	0	314	299	17	183944208	183975504	1	1	
833	0.0149167	6	832.567	27	0	29	0	0	0	313	300	17	183914008	183944208	1	1	
659	0.0116019	5	658.652	21	0	30	0	0	0	313	303	18	183886552	183914008	1	1	
479	0.00828705	4	478.743	15	0	31	0	0	0	314	302	18	183863632	183886552	1	1	
262	0.00441976	3	261.859	8	0	32	0	0	0	313	302	18	183841088	183863632	1	1	
134	0.00220988	2	133.927	4	0	33	0	0	0	315	302	17	183822872	183841088	1	1	
68	0.00110494	1	67.9624	2	1	34	0	0	0	314	302	17	183803088	183822872	0	1	
2124	0.0712686	6	2122.93	129	0	15	0	0	0	328	307	20	185014080	185207400	1	2	
1509	0.0486174	5	1508.22	88	0	16	0	0	0	329	308	19	184835912	185014080	1	1	
981	0.0303859	4	980.483	55	0	17	0	0	0	328	309	19	184693032	184835912	2	1	
520	0.0154692	3	519.722	28	0	18	0	0	0	328	308	19	184573632	184693032	1	2	
232	0.00662964	2	231.874	12	0	19	0	0	0	328	307	19	184460384	184573632	1	1	
80	0.00220988	1	79.9558	4	1	20	0	0	0	327	308	18	184368664	184460384	0	1	
36	0.00110494	1	35.9801	2	1	18	0	0	0	328	304	16	184551656	184693032	0	2	
1538	0.0696112	5	1537.23	126	0	11	0	0	0	334	298	18	185972528	186430848	1	2	
1087	0.04696	4	1086.44	85	0	12	0	0	0	333	298	18	185647432	185972528	2	1	
143	0.00607717	1	142.921	11	1	13	0	0	0	334	297	17	185375536	185647432	0	2	
404	0.0160216	3	403.792	29	0	13	0	0	0	337	293	15	185360792	185647432	1	2	
300	0.0116019	2	299.838	21	0	14	0	0	0	340	294	15	185144520	185360792	2	1	
30	0.00110494	1	29.9834	2	1	15	0	0	0	342	293	14	184946944	185144520	0	2	
60	0.00220988	1	59.9669	4	1	15	0	0	0	340	293	15	184956912	185144520	0	2	
36	0.00220988	1	35.9801	4	1	9	0	0	0	346	301	13	186633848	187421880	0	2	
5299	0.240324	15	5297.08	435	0	8	0	0	0	322	288	13	187128528	188255912	1	5	
4843	0.208834	14	4841.12	378	0	9	0	0	0	322	287	13	186632168	187128528	1	1	
4312	0.176238	13	4310.24	319	0	10	0	0	0	310	282	13	186222304	186632168	1	1	
3782	0.146957	12	3780.38	266	0	11	0	0	0	318	289	12	185869840	186222304	2	1	
3053	0.111046	11	3051.67	201	0	12	0	0	0	310	281	13	185578152	185869840	2	2	
2535	0.0872903	10	2533.87	158	0	13	0	0	0	308	280	13	185328616	185578152	1	2	
2236	0.0745835	9	2234.96	135	0	14	0	0	0	310	280	13	185116040	185328616	1	1	
1858	0.0596668	8	1857.1	108	0	15	0	0	0	312	279	12	184928880	185116040	3	1	
80	0.00276235	1	79.9558	5	1	16	0	0	0	319	287	11	184760376	184928880	0	3	
16	0.00055247	1	15.9912	1	1	16	0	0	0	306	279	10	184753360	184928880	0	3	
1342	0.0408828	7	1341.35	74	0	16	0	0	0	311	282	12	184767208	184928880	1	3	
1102	0.0325957	6	1101.45	59	0	17	0	0	0	312	286	11	184637696	184767208	1	1	
898	0.0259661	5	897.533	47	0	18	0	0	0	311	281	12	184522328	184637696	2	1	
19	0.00055247	1	18.9895	1	1	19	0	0	0	307	280	10	184414744	184522328	0	2	
501	0.0138118	4	500.738	25	0	19	0	0	0	310	281	10	184421536	184522328	1	2	
368	0.00994446	3	367.801	18	0	20	0	0	0	310	279	12	184328136	184421536	1	1	
128	0.00331482	2	127.93	6	0	21	0	0	0	309	282	11	184254192	184328136	1	1	
44	0.00110494	1	43.9757	2	1	22	0	0	0	310	282	11	184187520	184254192	0	1	
26	0.00110494	1	25.9856	2	1	13	0	0	0	320	288	12	185317120	185578152	0	2	
157	0.00718211	2	156.914	13	0	12	0	0	0	314	290	12	185563632	185869840	1	2	
13	0.00055247	1	12.9928	1	1	13	0	0	0	313	289	12	185317232	185563632	0	1	
16	0.00110494	1	15.9912	2	1	8	0	0	0	313	294	13	187129760	188255912	0	5	
6206	0.274578	19	6203.8	497	0	8	0	0	0	282	301	28	187577832	188255912	1	5	
5582	0.231485	18	5579.92	419	0	9	0	0	0	284	301	28	187011808	187577832	1	1	
4862	0.187287	17	4860.13	339	0	10	0	0	0	287	298	28	186537432	187011808	1	1	
4352	0.159111	16	4350.25	288	0	11	0	0	0	284	295	28	186137944	186537432	1	1	
3813	0.13204	15	3811.42	239	0	12	0	0	0	283	302	27	185800600	186137944	1	1	
3297	0.108284	14	3295.59	196	0	13	0	0	0	284	300	28	185517032	185800600	1	1	
2907	0.09171	13	2905.72	166	0	14	0	0	0	286	298	28	185276752	185517032	2	1	
2430	0.0729261	12	2428.91	132	0	15	0	0	0	288	298	26	185075016	185276752	1	2	
2025	0.0580094	11	2024.07	105	0	16	0	0	0	284	302	26	184899800	185075016	1	1	
1641	0.0447501	10	1640.24	81	0	17	0	0	0	284	299	28	184742384	184899800	1	1	
1386	0.036463	9	1385.34	66	0	18	0	0	0	285	296	27	184618360	184742384	1	1	
1170	0.0298334	8	1169.43	54	0	19	0	0	0	286	296	26	184502208	184618360	1	1	
980	0.0243087	7	979.514	44	0	20	0	0	0	284	301	26	184406312	184502208	1	1	
700	0.0165741	6	699.652	30	0	21	0	0	0	282	300	26	184314960	184406312	1	1	
616	0.0143642	5	615.684	26	0	22	0	0	0	284	300	27	184244768	184314960	1	1	
484	0.0110494	4	483.746	20	0	23	0	0	0	284	297	26	184178880	184244768	1	1	
323	0.00718211	3	322.828	13	0	24	0	0	0	283	299	27	184124392	184178880	1	1	
179	0.00386729	2	178.903	7	0	25	0	0	0	284	299	27	184074912	184124392	1	1	
104	0.00220988	1	103.943	4	1	26	0	0	0	285	299	26	184028072	184074912	0	1	
15	0.00055247	1	14.9917	1	1	15	0	0	0	290	299	23	185050000	185276752	0	2	
21	0.00165741	1	20.9884	3	1	7	0	0	0	321	301	13	187715008	189071352	0	2	
14839	0.934779	17	14833.4	1692	0	6	0	0	0	340	274	18	188662624	190051784	3	24	
8271	0.493356	11	8267.55	893	0	7	0	0	0	340	273	18	187872752	188662624	2	3	
5001	0.280102	10	4998.76	507	0	8	0	0	0	340	273	17	187265480	187872752	2	2	
3597	0.187287	9	3595.31	339	0	9	0	0	0	343	273	17	186745904	187265480	2	2	
90	0.00497223	1	89.9503	9	1	10	0	0	0	340	281	10	186163064	186745904	0	2	
2490	0.119886	8	2488.8	217	0	10	0	0	0	343	272	17	186322600	186745904	2	2	
102	0.00497223	2	101.945	9	0	11	0	0	0	344	272	16	185932064	186322600	1	2	
36	0.00165741	1	35.9801	3	1	12	0	0	0	342	272	16	185629664	185932064	0	1	
1468	0.0640865	7	1467.3	116	0	11	0	0	0	340	275	14	185885816	186322600	1	2	
1083	0.0447501	6	1082.46	81	0	12	0	0	0	335	279	13	185577816	185885816	1	1	
771	0.0303859	5	770.605	55	0	13	0	0	0	335	278	13	185328168	185577816	1	1	
511	0.0193365	4	510.729	35	0	14	0	0	0	339	275	13	185115928	185328168	2	1	
15	0.00055247	1	14.9917	1	1	15	0	0	0	339	274	13	184935336	185115928	0	2	
188	0.00662964	3	187.901	12	0	15	0	0	0	335	276	12	184928544	185115928	1	2	
113	0.00386729	2	112.938	7	0	16	0	0	0	336	278	12	184766760	184928544	1	1	
17	0.00055247	1	16.9906	1	1	17	0	0	0	335	278	12	184637808	184766760	0	1	
284	0.0154692	4	283.861	28	0	9	0	0	0	332	282	16	186716080	187265480	1	2	
203	0.0104969	3	202.895	19	0	10	0	0	0	330	286	16	186297928	186716080	1	1	
103	0.00497223	2	102.945	9	0	11	0	0	0	330	285	16	185932960	186297928	1	1	
48	0.00220988	1	47.9735	4	1	12	0	0	0	329	284	16	185630448	185932960	0	1	
1702	0.0895002	9	1701.28	162	0	8	0	0	0	330	265	11	187071568	187872752	1	2	
1446	0.0718211	8	1445.35	130	0	9	0	0	0	331	271	11	186584688	187071568	1	1	
1140	0.0530371	7	1139.47	96	0	10	0	0	0	328	269	11	186176616	186584688	1	1	
920	0.0408828	6	919.55	74	0	11	0	0	0	331	270	11	185834640	186176616	1	1	
623	0.0259661	5	622.688	47	0	12	0	0	0	329	269	11	185546200	185834640	1	1	
455	0.0182315	4	454.763	33	0	13	0	0	0	330	269	11	185303456	185546200	1	1	
